报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.23,0.44,0.26,0.3,-0.19,0.03,0.13,-0.22,0.14,0.06,-0.03,0.61,0.5,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.38,3.22,3.25,3.28,2.68,2.1,1.97,1.92,1.73,1.53,1.36,3.1,3.42,5.11,4.76,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.25,0.34,0.94,-0.69,-0.05,-0.05,0.23,0.24,0.51,0.43,0.41,0.02,0.12,0.14,--,--,--,--,
主营业务收入(万元),1409007,1514656,1223779,710992,570168,99811,126337,119316,153115,136785,86890,171149,80703,60480,60729,77419,47169,45064,34986,38103,39639,39250,48873,48413,12295,10148,
主营业务利润(万元),306345,425724,291350,204672,54262,17036,16711,7552,12621,10064,8178,24434,18837,10487,11675,13089,12567,12274,4690,5098,7257,10105,2888,--,449,106,
营业利润(万元),149433,279052,164478,104064,-58339,1538,5760,-4262,2906,1170,-466,12600,11674,1702,1359,2718,3041,2511,-15820,-3639,160,4285,3407,--,452,106,
投资收益(万元),823,-989,870,-193,-1,--,--,3,5,24,0,--,0,55,120,103,-15,-104,-727,113,485,964,957,--,202,425,
营业外收支净额(万元),-1817,-3060,-1852,-870,4477,63,3,-95,-5,118,-63,-24,--,109,-825,-301,-279,137,-2057,-12,-8,--,0,--,--,--,
利润总额(万元),147616,275992,162626,103194,-53862,1602,5763,-4357,2901,1288,-529,12575,11682,1927,734,2520,2746,2544,-18603,-3505,687,5454,4746,--,993,761,
净利润(万元),95572,179720,106493,67966,-36427,949,3687,-3023,1897,852,-448,8473,6944,1750,722,2588,2849,2428,-18746,-3703,450,4643,4073,3330,758,598,
净利润(扣除非经常性损益后)(万元),96275,171643,111071,68535,-20190,906,3685,-2960,1898,756,-406,8490,6942,1385,1458,2419,2806,2422,-16450,-3741,399,--,--,--,--,--,
经营活动产生的现金流量净额(万元),192691,153474,141563,24476,98839,-2652,13292,-6495,3466,4698,13093,-9589,-672,-693,3214,3336,7175,5955,5785,207,-8837,1171,--,--,--,--,
现金及现金等价物净增加额(万元),14242,-14623,30630,-119476,122202,-3332,5123,-6888,3142,-2428,-2270,8873,-490,-1767,-735,-2491,4363,-1069,1100,-3115,1633,1404,--,--,--,--,
总资产(万元),1963997,1868499,1381765,1259625,1486075,83679,89079,78355,92960,92384,99281,122660,106288,68585,71317,71699,71015,64446,69137,92932,98391,86569,76107,46491,16482,13241,
流动资产(万元),669336,717453,503531,425420,692218,67367,70224,54689,66329,61869,64542,83633,64255,53122,54248,52211,50604,--,0,0,0,55644,50004,29539,9834,7750,
总负债(万元),1036096,1058731,541489,519718,820236,33588,39792,30611,40379,42292,48808,71756,64797,39048,43558,44269,45916,42110,49209,48514,49471,43021,36468,27499,10790,7874,
流动负债(万元),894549,923791,433569,433796,684978,33588,39792,30611,40379,42292,48808,71756,64797,39031,43556,44259,45916,--,0,0,0,40767,31554,24523,7910,5118,
股东权益不含少数股东权益(万元),816827,711377,772489,691268,625312,46052,45322,44248,47139,44925,45398,45846,37373,29255,27505,26784,24196,21346,18980,43260,47735,42395,39473,18728,5692,5367,
净资产收益率加权(%),12.59,19.43,14.3,10.31,-10.46,2.08,8.25,-6.62,4.14,1.89,-1,20.36,20.48,6.16,2.66,10.15,12.51,12.06,-66.12,-8.21,1.05,11.35,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
