报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.04,0.01,-0.02,-0.07,0.08,-0.85,-0.71,0.27,0.47,0.29,0.5,0.43,0.79,0.28,
每股净资产(元),--,--,--,--,--,--,--,3.16,6.14,5.83,5.83,1.75,1.47,1.35,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.44,0.6,0.71,0.81,0.6,0.5,
主营业务收入(万元),9308,8165,9669,10029,37664,62121,80213,137877,123474,92317,73781,61177,51682,32669,
主营业务利润(万元),3944,3578,4401,4252,19392,31916,42964,90049,78543,56236,46044,35992,27799,16497,
营业利润(万元),-1900,-1878,-1699,-3130,-1969,-68025,-42985,12182,13443,8967,11225,8853,9034,2338,
投资收益(万元),--,--,--,--,20433,6265,502,1182,213,--,291,--,370,-18,
营业外收支净额(万元),-1663,2762,-37,-2183,7125,-3134,-13434,2855,326,156,-101,135,97,-5,
利润总额(万元),-3563,884,-1736,-5313,5156,-71159,-56419,15036,13768,9123,11123,8988,9132,2333,
净利润(万元),-3574,803,-1833,-5408,6557,-68374,-56438,10863,9313,5802,7673,6380,5851,1620,
净利润(扣除非经常性损益后)(万元),-1919,-2241,-1924,-3257,-21803,-71854,-44452,7254,9062,5687,7533,6281,5255,1622,
经营活动产生的现金流量净额(万元),-1692,1886,-1004,-1815,-3961,-7453,-17854,15929,28792,11956,14172,12183,9042,2849,
现金及现金等价物净增加额(万元),-1358,768,855,61,-7782,1551,-19959,-613,-33204,-28135,83541,-4866,9632,808,
总资产(万元),8650,9128,10141,11246,17955,105449,167971,222348,172860,139515,132873,41193,33279,24924,
流动资产(万元),5428,6519,7898,8723,15136,52198,66609,84997,86153,89269,106810,23973,21320,13801,
总负债(万元),7775,6714,8566,14416,16004,111224,107753,95493,49998,22540,15966,14972,11217,17225,
流动负债(万元),5834,6427,8566,12493,16004,53356,60159,48025,41998,22470,15966,14972,11217,17225,
股东权益不含少数股东权益(万元),931,2381,1525,-3209,1936,-8642,60171,126417,122881,116651,116549,25764,21751,6916,
净资产收益率加权(%),-601.61,41.69,-44.43,0,-122.27,0,-61.15,8.59,7.84,5.02,23.65,26.97,44.16,24.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
