报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.44,0.63,1,1.17,1.29,1.16,1.12,0.81,--,
每股净资产(元),--,--,--,--,--,4.03,3.07,2.45,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.91,1.05,0.72,--,
主营业务收入(万元),110944,99379,91732,81714,81514,76430,68028,59204,48621,
主营业务利润(万元),32677,27570,29117,29404,27790,25142,22361,18955,14307,
营业利润(万元),20552,18576,18197,19474,17517,15522,14142,11450,8924,
投资收益(万元),1253,1224,1474,521,48,-68,561,71,34,
营业外收支净额(万元),-40,-68,383,1001,510,660,1313,89,168,
利润总额(万元),20512,18508,18581,20475,18027,16182,15456,11539,9091,
净利润(万元),18154,16105,16041,17616,15497,13955,13422,9765,7680,
净利润(扣除非经常性损益后)(万元),16209,14402,13954,16244,15165,13413,11867,9605,7434,
经营活动产生的现金流量净额(万元),19910,11960,21500,14897,14108,10921,12568,8664,7258,
现金及现金等价物净增加额(万元),13434,-3213,13358,13904,6039,-500,-1677,1351,786,
总资产(万元),189071,173422,161279,152100,87741,74729,56524,46151,34907,
流动资产(万元),143438,127406,116140,109747,47801,38220,31285,30490,22644,
总负债(万元),25052,19875,15837,16300,26306,26391,19741,16791,15311,
流动负债(万元),21976,17859,15228,15561,20047,16917,15623,16514,15011,
股东权益不含少数股东权益(万元),164005,153546,145442,135800,61435,48338,36783,29361,19596,
净资产收益率加权(%),11.48,10.82,11.45,15.51,28.44,32.79,38.82,39.89,32.89,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
