报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),2.05,2.55,2.08,1.93,1.85,1.73,1.34,1.2,1.16,0.97,0.69,-0.02,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.41,5.62,4.8,1.9,3.42,2.09,2.49,2.4,2.23,2.11,2.76,2.55,2.89,2.48,2.11,1.87,1.22,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.79,1.74,1.32,0.67,0.9,1.18,1.56,1.29,1.03,0.94,1.02,0.9,1.6,0.51,--,--,--,--,--,
主营业务收入(万元),14402363,15717024,14048725,12429581,9112020,7397259,6932947,5788922,5229878,4406268,2466786,542545,552946,439289,391654,367126,315543,294722,235147,220561,166161,95517,46541,24431,10087,7283,4277,
主营业务利润(万元),2033531,2111991,1972153,1767238,1276012,1119944,1068105,929660,838991,688697,391781,40564,83489,93545,95182,84837,69560,80146,64526,59040,48303,26343,3053,1430,876,752,440,
营业利润(万元),915670,1096584,1030508,941363,736294,678238,707368,612131,582272,494195,269046,-44672,28950,9565,19355,16743,11896,21536,17593,18528,14654,11067,4207,2051,1036,-31,0,
投资收益(万元),380910,506490,387736,351310,295613,275988,253760,181336,180976,156211,109365,7439,25563,7516,1037,1552,3081,2966,7122,3649,3074,1574,1382,1084,98,0,0,
营业外收支净额(万元),27815,55646,18720,44715,36382,19956,11441,10088,12029,3987,2627,43294,--,-1205,-757,2218,641,863,-2516,-654,-848,0,0,0,--,--,--,
利润总额(万元),943485,1152230,1049228,986078,772675,698194,718809,622218,594301,498183,271673,-1378,42519,29648,24117,26270,16458,25848,22496,21787,18027,12662,6110,3777,1102,802,592,
净利润(万元),646316,802718,655392,607576,478338,445572,346144,310369,299045,251343,153085,-3617,25424,17011,13273,16061,8266,17688,17201,16207,13817,10234,4806,3187,936,682,515,
净利润(扣除非经常性损益后)(万元),556539,631290,630824,573904,432516,406137,326267,303025,284937,247364,151673,-17476,7156,8734,9060,8272,6819,16543,18585,16585,13532,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),965635,937614,848612,1137529,586010,609407,679253,482653,463287,449443,341631,99332,109965,111612,113035,93696,74593,68463,52677,46635,47834,15305,--,--,--,--,--,
现金及现金等价物净增加额(万元),237727,-243831,274604,1044620,1047,221892,40369,50329,186427,284697,568908,14272,5023,16626,3395,-11108,13002,-20842,-334,8232,-2005,21150,--,--,--,--,--,
总资产(万元),13912743,13368686,12337263,10761171,7859969,6324157,5427074,4823999,4218488,3586848,2752765,894844,1043768,697880,623799,550816,551473,448479,437435,407844,278243,200995,105151,52179,8853,6446,5336,
流动资产(万元),8351660,8090123,7876274,6783210,4673172,3679586,3338026,3035413,2742766,2318586,1648654,152611,130605,76653,60916,55863,73444,--,0,0,0,76843,46891,36409,2454,2009,1320,
总负债(万元),8042590,7905909,7343835,6176806,4497189,3472419,3091919,2163374,1910325,1651129,1222553,535668,525768,419978,369771,311526,331485,243933,263849,241318,165367,105357,70461,32290,5179,2648,1770,
流动负债(万元),6986862,6807825,6672272,5172871,3810685,2852012,2403788,1994558,1745326,1534831,1135618,493404,445560,307870,325508,284251,294114,--,0,0,0,84798,52532,24271,4690,1448,1770,
股东权益不含少数股东权益(万元),4942300,4536448,4128356,3809677,2726746,2361871,1862488,1927028,1656644,1450995,1240524,279515,419308,197468,180760,174532,161744,153395,142913,132350,86607,74281,21999,19468,3674,3798,3566,
净资产收益率加权(%),13.64,18.52,16.51,16.84,18.89,20.76,18.19,17.53,19.2,18.68,14.46,-0.87,6.85,8.99,7.45,9.55,5.02,11.53,12.34,15.51,0,17.7,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
