报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.54,0.46,0.3,0.5,0.21,0.88,1.47,1.21,0.92,0.79,0.7,
每股净资产(元),--,--,--,--,--,6.39,6.72,5.48,4.44,3.52,2.29,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.37,2.21,1.64,1.16,0.85,0.89,
主营业务收入(万元),709717,602316,407717,231763,59153,43454,30815,24223,17219,13365,10709,
主营业务利润(万元),150212,125384,82252,62805,19468,18052,13365,11090,8297,6906,5266,
营业利润(万元),91693,78549,50424,34238,10996,11243,7871,6541,4843,3655,2669,
投资收益(万元),1283,2561,4347,2048,51,--,--,--,--,3,220,
营业外收支净额(万元),187,265,621,4883,2166,6,26,7,110,163,-1,
利润总额(万元),91880,78814,51045,39121,13162,11249,7897,6548,4953,3819,2668,
净利润(万元),82459,66745,43586,33516,11359,9518,6726,5538,4207,3232,2233,
净利润(扣除非经常性损益后)(万元),82187,66223,43201,29351,9491,9514,6704,5532,4114,3090,2047,
经营活动产生的现金流量净额(万元),60297,58693,40570,47952,9991,14916,10144,7523,5293,3480,2849,
现金及现金等价物净增加额(万元),-5358,23674,22959,8625,-6057,19994,1300,-4617,-1555,841,6627,
总资产(万元),1223321,1138689,1061357,891762,157564,86274,45181,30984,23558,19132,11427,
流动资产(万元),360408,325289,292166,273739,37512,29608,12844,9811,10718,9870,8501,
总负债(万元),388771,388172,378616,247391,42321,16467,14336,5888,3240,3021,2041,
流动负债(万元),196900,175348,135237,102731,31691,16144,13988,5516,2843,2608,2041,
股东权益不含少数股东权益(万元),834840,750064,643105,605578,76205,69758,30797,25096,20318,16111,9386,
净资产收益率加权(%),10.41,9.64,7,7.77,15.51,15.12,24.29,24.67,23.1,29.38,53.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
