报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.05,0.09,0.31,-0.41,0.02,0.09,0.37,0.37,0.49,0.96,0.96,0.84,0.36,
每股净资产(元),--,--,--,--,--,--,--,--,6.73,4.1,3.23,3.34,6.27,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.41,1.01,-0.28,3.01,7.85,
主营业务收入(万元),1077920,770016,1040368,119515,196736,232981,207220,179167,147313,105197,92222,88016,59118,
主营业务利润(万元),146743,111555,108608,19512,43191,49559,45348,42200,36753,28189,24513,20292,9422,
营业利润(万元),21316,21041,27591,-36004,-244,4638,13023,12836,16261,14648,13201,11922,4757,
投资收益(万元),-13235,8853,13408,-195,225,173,75,13,--,0,1,0,5,
营业外收支净额(万元),-3679,-891,-871,1668,1200,1960,1785,192,975,1400,1267,-232,562,
利润总额(万元),17636,20150,26720,-34336,956,6598,14808,13027,17236,16048,14468,11691,5319,
净利润(万元),4239,7460,22515,-29971,1539,7017,12550,11171,14426,13683,12032,9679,4206,
净利润(扣除非经常性损益后)(万元),4643,7508,8756,-31638,548,5408,11052,11015,13593,12493,0,0,0,
经营活动产生的现金流量净额(万元),20806,-230683,-50957,26662,13396,-21951,-29087,-27470,-42704,14279,-3914,15539,9425,
现金及现金等价物净增加额(万元),99988,47302,-31590,5302,17264,-1962,8944,130,20102,-20357,29148,7451,94,
总资产(万元),3182611,2586475,2258672,1700484,688024,688818,598468,521745,412964,268304,227047,134239,80397,
流动资产(万元),2537087,1991088,1745480,1196065,437207,432542,359851,299516,247465,144339,173912,108800,64626,
总负债(万元),2732712,2150747,1942689,1422421,395716,394266,314313,305934,208241,210134,181141,117035,72872,
流动负债(万元),2263493,2010694,1571289,1015918,244853,316796,242162,234754,206232,154981,144341,117035,72872,
股东权益不含少数股东权益(万元),366923,379741,271209,248553,287483,289004,283325,215102,204416,58170,45906,17203,7525,
净资产收益率加权(%),1.14,2.23,8.66,-10.15,0.53,2.45,5.02,5.33,8.77,26.33,39.69,78.28,77.52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
