报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.38,0.28,0.27,0.24,0.47,0.65,0.53,0.67,0.68,1.33,1.04,0.72,0.7,0.65,
每股净资产(元),--,--,--,--,--,6.28,5.79,8.67,8.3,12.79,11.96,3.36,2.8,2.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.01,0.04,0.16,0.08,0.77,0.79,0.88,0.54,0.56,
主营业务收入(万元),187996,173967,151526,113160,97521,84372,64210,50573,45649,41446,23860,21977,19278,15207,
主营业务利润(万元),58725,42732,39967,36935,31497,29556,24501,18689,17295,18071,10836,9229,7364,5627,
营业利润(万元),18208,13136,13111,9762,6051,10004,8554,7247,7314,9458,5206,3723,2992,2064,
投资收益(万元),286,--,--,12,--,--,75,--,--,--,1,--,-65,-3,
营业外收支净额(万元),149,369,-255,1813,3391,2196,1720,812,1071,829,639,333,0,878,
利润总额(万元),18357,13505,12856,11575,9441,12201,10273,8059,8385,10287,5845,4056,3521,2942,
净利润(万元),15818,11876,11037,9704,8385,10955,8891,7073,7202,8781,5074,3535,2983,2638,
净利润(扣除非经常性损益后)(万元),14553,9716,9317,8284,5834,9485,7366,6723,6858,8302,4893,3608,2791,2597,
经营活动产生的现金流量净额(万元),22107,5079,7225,10753,-3139,-237,662,1676,852,5073,5184,4297,2625,2298,
现金及现金等价物净增加额(万元),-22810,-956,22506,974,12588,-7657,-8310,-10660,-12811,-13691,57970,-153,1512,842,
总资产(万元),268487,240848,224366,182622,177097,133383,112033,103783,94087,91356,90890,27211,22809,18227,
流动资产(万元),158237,152516,141965,97467,91759,71150,57733,57804,62074,68929,74735,17740,15115,11604,
总负债(万元),100711,64486,36395,24482,25819,27226,14129,12135,6346,6940,11936,9224,7358,7093,
流动负债(万元),97596,62743,34418,22031,23517,24115,10466,8199,5294,6401,9822,7610,6244,5377,
股东权益不含少数股东权益(万元),167657,176238,187587,157607,150909,106053,97801,91550,87645,84443,78954,17988,15433,10996,
净资产收益率加权(%),9.18,6.69,6.43,6.3,7.07,10.77,9.41,7.94,8.43,10.75,25.88,21.47,21.72,27.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
