报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.21,0.19,0.44,--,0.36,0.27,0.2,0.3,0.43,0.48,0.08,-2.86,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,2.19,2.04,--,1.81,1.38,0.32,-2.38,0.59,0.62,1.2,1.19,1.07,1.29,1.28,1.36,1.37,1.34,1.5,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.19,0.94,0.74,0.28,1.01,0.75,0.81,0.87,0.83,0.73,0.66,0.63,0.49,0.57,--,--,--,--,
主营业务收入(万元),12086000,11493000,10172100,--,9384400,8974600,8800924,8556925,8397451,7495811,3983133,4184236,4352856,3680573,2622504,1989314,1399906,1339065,1241156,1182176,1066864,864507,936586,795816,712424,651425,
主营业务利润(万元),1335300,1217600,1117300,--,1652000,999400,736422,1019881,1172358,1276874,156423,-212459,478117,182026,290478,324799,192707,243432,221904,206289,184253,138196,20884,208995,29683,23667,
营业利润(万元),346400,295800,724600,--,21800,-40000,-104129,82738,359769,488221,-94979,-1484633,5961,-262555,-30710,58816,-63628,18364,11992,-21219,-48893,-76271,43875,38078,58551,39580,
投资收益(万元),36800,23800,205400,--,23900,14200,6805,23406,12812,11936,-2275,10584,15518,2670,745,-2940,4380,2126,5730,5384,6734,8101,8174,8253,8872,16450,
营业外收支净额(万元),83800,90900,137400,--,545300,452000,326186,268827,157003,95889,158991,86123,64773,-71052,22979,28462,9446,260,0,26051,64681,0,0,--,--,--,
利润总额(万元),430200,386700,862000,--,567100,412000,222057,351566,516771,584109,64012,-1398511,70734,-284750,10556,91460,-41012,26231,16302,10323,23282,-68074,55669,46365,67400,64460,
净利润(万元),319500,270900,635200,--,454100,341700,237604,343011,488670,538038,53974,-1392766,58646,-277998,6047,53634,-82597,12426,13292,2008,20810,-63244,36241,31900,46108,44498,
净利润(扣除非经常性损益后)(万元),256700,193400,449300,--,319200,-23000,121471,237691,462062,535037,3001,-827871,2426,-334025,-28394,23399,-100716,6701,14712,-22663,-44631,--,--,--,--,--,
经营活动产生的现金流量净额(万元),2897200,2233800,1957200,--,2432500,1225200,1077883,1260828,1346410,1044415,478850,138271,493549,365453,394072,421712,404687,356338,319491,307796,237488,277367,--,--,--,--,
现金及现金等价物净增加额(万元),70400,-397000,292100,--,772500,-68400,-54437,-134928,78275,134298,-171576,179577,-33224,12348,-14334,54115,-28856,56358,11874,-24006,-40615,16596,--,--,--,--,
总资产(万元),28293600,23676500,22746400,21005100,19570900,16354200,13777651,12096248,11221515,10081012,7201868,7318401,6714171,6012933,5755867,4139560,3668748,3142620,2735523,2698630,2695975,2703282,2615682,2304284,1865416,1693098,
流动资产(万元),1974300,1593200,1829300,1588800,2307800,1824300,1260992,1267483,1371240,1172063,686394,1040107,756574,935752,939529,823549,687904,0,0,0,0,703125,684181,517154,477498,515536,
总负债(万元),21253900,17741300,17094600,15995500,15805800,13405500,11148579,9591984,9006974,8423394,6840555,8424916,6357371,5635518,5087928,3488262,3089789,2471716,2077776,2003719,2001802,2040629,1870243,1879943,1673379,1501007,
流动负债(万元),7836300,7306100,8032500,6807900,7438400,6112700,5308170,4884155,4366457,3916778,3566304,5407671,3587646,3338278,3152925,1895305,1610794,0,0,0,0,543137,415313,369905,348546,242992,
股东权益不含少数股东权益(万元),6676500,5576500,5310600,4718600,3513700,2769600,2461670,2337635,2043738,1557711,310359,-1159935,286287,303547,581457,579817,522691,628407,624137,660655,668255,653104,732091,411586,183507,181599,
净资产收益率加权(%),5.43,4.93,12.64,--,14.73,13.06,10.97,15.48,27.12,43.43,17.39,--,22.34,-62.82,1.04,9.76,0,1.97,1.99,0.3,0,-9.25,--,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
