报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.03,1.35,0.92,1.23,0.82,0.52,0.82,0.64,0.47,0.44,0.44,0.35,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.38,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.32,--,--,--,--,--,--,--,
主营业务收入(万元),275459,207985,205730,183725,94580,70569,59606,55412,47091,36452,32884,28495,24843,22658,20135,15815,
主营业务利润(万元),68270,49153,68041,71424,28797,20480,19257,18843,13627,10948,9999,8680,7367,5089,4128,2383,
营业利润(万元),1325,54178,35733,45675,9485,6497,7439,7292,4698,3987,3467,2720,4412,2430,1977,719,
投资收益(万元),-736,48572,6192,2969,66,277,--,18,3,--,386,--,41,207,-160,4,
营业外收支净额(万元),-1293,-917,-77,771,2017,794,2489,568,1032,878,719,789,-48,-17,-6,-7,
利润总额(万元),32,53260,35656,46446,11502,7291,9928,7860,5730,4865,4186,3509,4364,2620,1893,715,
净利润(万元),1632,45628,30473,39633,9956,6153,8133,6306,4609,3851,3551,2766,3682,2089,1472,566,
净利润(扣除非经常性损益后)(万元),1166,999,29582,36700,8184,5311,6055,5857,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-1841,-31825,-7934,23372,9018,6897,8245,12604,3172,722,3783,1996,3521,-56,5007,-3403,
现金及现金等价物净增加额(万元),728,-12521,11980,-2049,6884,7026,1688,1797,-309,910,267,2155,-654,212,807,-790,
总资产(万元),532964,493489,369172,233538,162625,102597,79569,68489,56528,48245,36020,29431,21911,22083,24465,16828,
流动资产(万元),226498,248628,181983,115565,78153,52337,36212,34912,29614,24525,20174,17141,14266,14741,14708,7985,
总负债(万元),235858,196866,104655,70120,43459,17897,23045,18949,13280,9996,12326,8342,5581,8263,12945,5128,
流动负债(万元),208503,183762,100050,69250,42408,17311,22407,18436,9344,5575,11439,7530,4854,7348,12479,5028,
股东权益不含少数股东权益(万元),278830,282154,253753,162757,118305,84699,54833,48182,41876,37233,22948,19908,16330,12899,10810,9338,
净资产收益率加权(%),0.57,17.03,15.17,28.82,10.71,7.61,15.87,14.01,11.65,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
