报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.42,0.26,0.18,--,-0.19,0.06,0.27,0.7,0.72,0.52,0.5,0.52,0.44,0.34,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.12,5.54,5.16,4.79,2.64,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.55,--,--,0.94,1.15,0.81,0.8,0.75,0.43,0.46,--,--,
主营业务收入(万元),12929373,10414007,8112323,--,5927087,7066384,8231648,8729167,8887241,7126842,5372950,5146493,3682331,2834673,2608152,1787853,
主营业务利润(万元),3222592,2657393,2362589,--,1708260,2015134,2488071,3020433,2851133,2264425,1835049,2037545,1517622,1106535,943868,770060,
营业利润(万元),1197338,888939,622925,--,-276246,141645,589114,1330674,1347753,984976,902631,967528,704409,358467,381578,234696,
投资收益(万元),248428,192222,122840,--,44466,45695,8512,7392,30380,-9592,39306,16007,9426,4629,17,742,
营业外收支净额(万元),17149,-9698,-8232,--,23741,10491,13037,10523,8492,37185,17450,--,10287,31477,296,-181,
利润总额(万元),1214487,879240,614693,--,-252506,152135,602151,1341197,1356246,1022161,920081,997224,714696,389944,381873,234515,
净利润(万元),562644,343458,241443,--,-252009,76668,357560,928127,950382,690898,662217,681186,517130,271676,306647,164714,
净利润(扣除非经常性损益后)(万元),534651,344128,207004,--,-282931,22549,337652,901306,939673,674471,627394,769215,509300,240950,318302,172550,
经营活动产生的现金流量净额(万元),2198392,2041437,1780741,--,728464,508353,949115,1247513,1523954,1073558,1057438,997573,502041,538674,--,--,
现金及现金等价物净增加额(万元),376530,-182302,17711,--,-693605,689914,-199032,-768482,-204387,1029398,474013,360692,-1389042,1394776,--,--,
总资产(万元),27248317,26465847,24883895,24184879,25697953,24270630,21494363,18386382,15852251,12081508,10968086,9467898,5795944,5205178,--,--,
流动资产(万元),5502555,5544423,4887097,4454134,6201858,5578094,4772782,4938135,5611150,4869997,5087309,5101899,2320079,2539303,--,--,
总负债(万元),15511409,15397654,14275440,13988830,15696232,14000134,11227138,8315042,6320482,3529624,3182737,2655129,2372401,2404918,--,--,
流动负债(万元),8367210,6910741,6293123,6141574,6764675,4892881,4349787,3412611,2877919,1959034,1576324,1289329,1062315,1308400,--,--,
股东权益不含少数股东权益(万元),9717299,9214174,8901175,8591958,8348430,8671751,8742677,8610165,8118061,7343698,6842930,6346823,3099897,2654545,--,--,
净资产收益率加权(%),5.93,3.78,2.76,--,-2.97,0.88,4.13,11.01,12.29,9.74,10.03,11.97,17.97,9.45,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
