报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.37,1.68,1.31,1.06,0.88,0.81,0.61,0.7,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.04,1.18,0.31,0.8,0.33,0.52,
主营业务收入(万元),543929,486994,380545,290180,272906,266383,267834,209698,182762,
主营业务利润(万元),190133,160943,119404,97134,85733,79419,67412,61159,50806,
营业利润(万元),125737,102618,78533,51343,41501,36117,27461,31844,25942,
投资收益(万元),117,2426,2237,-1115,2631,497,283,-764,105,
营业外收支净额(万元),3471,3314,525,5352,5655,7269,5205,5720,5132,
利润总额(万元),129208,105932,79058,56695,47156,43385,32666,37564,31075,
净利润(万元),99142,80612,59207,42667,35308,32445,24464,28139,23402,
净利润(扣除非经常性损益后)(万元),91379,75151,56704,41399,--,--,--,--,--,
经营活动产生的现金流量净额(万元),79779,36658,35486,41805,47398,12553,32228,13225,20674,
现金及现金等价物净增加额(万元),20796,-10397,76640,7491,2117,1589,1823,-5785,26846,
总资产(万元),592203,588734,438094,237198,216097,216990,190201,164603,135886,
流动资产(万元),416163,442811,388288,216882,196416,211545,185120,161284,133126,
总负债(万元),117865,191878,99930,75997,73503,89654,75259,61293,60715,
流动负债(万元),115256,190380,98620,74773,72253,79388,74613,51196,60715,
股东权益不含少数股东权益(万元),471027,394136,338164,161201,142594,127336,114942,103310,75171,
净资产收益率加权(%),22.91,22.18,21.6,28.09,26.49,27.54,22.42,31.53,35.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
