报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.4,0.34,0.27,0.11,0,0.04,0.05,
每股净资产(元),--,3.07,2.73,2.44,1.88,1.64,1.6,
每股经营活动产生的现金流量净额(元),--,0.18,0.39,-0.06,--,0.21,-0.44,
主营业务收入(万元),61388,46572,37476,29824,21368,15215,7463,
主营业务利润(万元),27186,20668,17176,11082,9680,5037,3323,
营业利润(万元),22567,17480,14450,4975,642,1361,1299,
投资收益(万元),942,352,229,184,--,815,1648,
营业外收支净额(万元),38,53,150,851,386,263,173,
利润总额(万元),22605,17533,14600,5826,1028,1623,1473,
净利润(万元),19218,14961,12254,4911,125,1316,1551,
净利润(扣除非经常性损益后)(万元),17684,14434,11602,4062,4817,400,2,
经营活动产生的现金流量净额(万元),13924,7991,17324,-2587,-1809,7123,-14552,
现金及现金等价物净增加额(万元),-10700,5193,22912,-1009,4111,-236,-7272,
总资产(万元),226413,172234,156261,131285,122435,106779,123493,
流动资产(万元),162673,110036,93980,69016,52436,36445,36198,
总负债(万元),49280,35364,34352,22630,45397,52239,70413,
流动负债(万元),41588,27324,26582,14905,18474,19788,30274,
股东权益不含少数股东权益(万元),177133,136870,121909,108655,77039,54396,53080,
净资产收益率加权(%),11.92,11.56,10.61,4.84,0.2,2.43,3.67,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
