报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.33,0.65,0.48,1.03,2.21,2.15,2.03,1.41,0.84,
每股净资产(元),--,--,--,--,--,8.39,6.23,4.21,2.8,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.02,0.57,0.6,0.29,
主营业务收入(万元),194544,229887,230365,105489,58035,57273,53526,36332,21022,
主营业务利润(万元),65638,78244,62390,32830,18840,18271,17447,11943,6876,
营业利润(万元),26760,37771,34293,24727,13092,12440,12093,8493,5313,
投资收益(万元),1,42,157,148,--,--,--,--,--,
营业外收支净额(万元),-273,8157,31,20,-97,284,-121,-132,-77,
利润总额(万元),26487,45928,34325,24747,12995,12725,11972,8361,5236,
净利润(万元),21423,38678,28412,20899,11040,10756,10127,7063,4205,
净利润(扣除非经常性损益后)(万元),21565,30525,28282,20579,10574,10482,10183,7133,4429,
经营活动产生的现金流量净额(万元),-25963,16357,-19638,-18440,-14320,75,2860,3019,1447,
现金及现金等价物净增加额(万元),20167,-4178,55173,-5758,52112,-1852,6498,13233,10092,
总资产(万元),973007,820229,691712,484281,173798,96265,75703,52892,28354,
流动资产(万元),536971,503155,476972,290282,110293,58043,56139,37636,18235,
总负债(万元),537234,495152,401968,223668,71187,54270,44481,31808,14341,
流动负债(万元),423791,393601,329689,187235,63787,47770,44481,31808,14341,
股东权益不含少数股东权益(万元),431813,321182,289596,260467,102559,41927,31171,21044,13981,
净资产收益率加权(%),5.37,12.54,10.38,17.09,23.27,29.43,38.72,40.33,48.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
