报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.26,0.31,0.28,0.82,0.78,0.82,0.68,0.72,0.51,
每股净资产(元),--,--,--,--,--,5.3,4.48,3.81,3.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.8,0.47,0.68,0.2,
主营业务收入(万元),70114,68941,59891,49019,46406,47435,42395,43964,41838,
主营业务利润(万元),22859,22012,19013,18107,16093,15104,13849,13009,11083,
营业利润(万元),9032,10289,9799,9371,7605,6877,5404,5981,4743,
投资收益(万元),996,1487,3184,1093,375,201,1,-0,--,
营业外收支净额(万元),20,108,-88,263,338,264,382,296,-4,
利润总额(万元),9052,10397,9710,9635,7943,7141,5786,6277,4739,
净利润(万元),7813,9260,8333,8183,6789,6139,5060,5413,3849,
净利润(扣除非经常性损益后)(万元),6490,7592,5625,7352,6502,5926,4741,5188,3852,
经营活动产生的现金流量净额(万元),-322,5078,4271,4168,11461,6034,3552,5106,1502,
现金及现金等价物净增加额(万元),5445,-6579,22080,-2658,8560,3605,-259,1797,3856,
总资产(万元),145730,127445,117843,101585,94721,55825,51215,42323,40824,
流动资产(万元),122572,102685,96913,83087,79074,43473,40999,33944,33243,
总负债(万元),47846,33004,30474,21670,21989,15877,17389,13757,17672,
流动负债(万元),45093,31990,28947,19929,20534,14968,16426,13380,17352,
股东权益不含少数股东权益(万元),97612,94072,87010,79525,72345,39765,33626,28565,23152,
净资产收益率加权(%),8.06,10.24,10.02,10.81,11.98,16.73,16.27,20.93,24.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
