报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.13,0.63,0.49,0.17,0.27,0.52,0.61,0.57,0.52,0.57,0.53,0.58,0.79,0.45,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.92,5.45,2.73,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.9,0.71,-0.67,2.38,0.77,
主营业务收入(万元),394186,528511,537613,349441,220532,292308,377657,398802,343491,371911,287861,216828,337456,164920,
主营业务利润(万元),67372,133257,115568,52146,29288,45108,64307,67308,56733,57465,49138,44454,60150,34691,
营业利润(万元),18503,79849,64725,18360,12506,23314,30279,26287,25327,32725,25758,25933,35880,22501,
投资收益(万元),1070,1065,754,2474,7744,6205,768,1076,-241,21,9,18,18,401,
营业外收支净额(万元),-1203,-898,-2848,-93,1590,1409,1264,2205,1053,475,841,2407,--,--,
利润总额(万元),17300,78951,61878,18267,14096,24724,31543,28492,26380,33200,26599,28339,36093,21752,
净利润(万元),12365,60116,48026,14368,10970,20606,24590,22700,20641,22969,18303,19278,26218,14754,
净利润(扣除非经常性损益后)(万元),7947,58972,49454,11959,3404,14453,23146,20012,19948,22607,17765,17754,26186,14881,
经营活动产生的现金流量净额(万元),67147,66918,68633,57412,15068,37691,91835,21943,16244,-35950,28421,-22047,78640,25472,
现金及现金等价物净增加额(万元),18897,8696,6268,23166,57962,-30899,25101,-14136,-35128,-42963,108982,-11163,12558,-1774,
总资产(万元),688780,684404,642260,567936,393255,394837,398031,369810,329988,300305,358707,225830,274640,126024,
流动资产(万元),339710,360296,354960,307349,266115,233291,236561,227760,197290,206362,271771,140964,204634,85820,
总负债(万元),220437,186373,197509,171844,78031,84829,91604,82285,60947,41700,123547,118979,187837,76340,
流动负债(万元),195476,177255,191988,163811,77842,84788,91587,80386,59040,41569,119412,116743,179506,75877,
股东权益不含少数股东权益(万元),441350,446288,397377,372192,300269,296413,285609,268947,252478,236946,217994,90254,72182,46359,
净资产收益率加权(%),2.76,14.22,12.26,4.97,3.69,7.08,8.87,8.72,8.43,10.1,14.45,23.65,44.01,30.13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
