报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.09,-0.12,0.02,0.03,0.09,0.17,0.16,0.21,0.52,0.35,0.39,0.41,1.02,0.66,0.23,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,3.82,4.68,3.69,2.78,5.25,1.95,1.14,0.92,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.15,0.14,0.11,0.96,0.12,--,--,--,
主营业务收入(万元),21397,39421,56971,77094,109700,97171,84867,74991,74146,46820,45272,34435,24440,13691,6815,5710,
主营业务利润(万元),9828,11576,16458,24773,39286,38435,37879,32633,36307,23813,22919,21647,15678,8822,4053,3270,
营业利润(万元),7252,-9031,3426,1359,5962,14443,16081,13354,18128,9414,9321,4870,5491,3428,896,1110,
投资收益(万元),9583,-2054,3282,413,-131,3019,1688,915,401,1,62,0,0,-9,6,-6,
营业外收支净额(万元),-50,-764,-1252,1081,1174,452,-726,47,1833,1370,1425,1739,1237,589,297,254,
利润总额(万元),7202,-9795,2174,2440,7137,14895,15355,13401,19961,10785,10746,6609,6728,4017,1194,1364,
净利润(万元),6728,-9482,1377,2325,6945,13201,12438,12405,17881,9405,9082,6040,5976,3478,1135,1262,
净利润(扣除非经常性损益后)(万元),-2465,-4469,-4045,2680,7526,11354,13121,12439,17744,9517,9151,5774,5491,3463,1124,1203,
经营活动产生的现金流量净额(万元),9592,10998,14777,37930,30044,17643,9960,22902,5049,3695,3023,14344,925,2704,2417,1865,
现金及现金等价物净增加额(万元),7379,-11870,-18642,-3148,15428,11386,-12756,11107,-5405,-13812,24937,-10495,19847,1702,-343,589,
总资产(万元),175822,175407,206237,216827,231283,185278,173557,175011,170740,149133,112140,70997,62675,22900,11255,8437,
流动资产(万元),69001,67432,90469,95417,130124,97807,78064,84739,76694,60505,60056,27445,36491,6998,2834,3245,
总负债(万元),12097,16971,37186,49140,65930,24363,23429,37402,39300,25055,14292,29520,23505,12064,5512,3849,
流动负债(万元),10540,12505,33770,35781,48395,18539,14318,28041,32572,18539,11131,22971,16610,9013,3399,3100,
股东权益不含少数股东权益(万元),163725,158436,169051,167686,165352,160915,150129,137609,131440,124078,97848,41477,39165,10826,5713,4577,
净资产收益率加权(%),4.2,-5.77,0.82,1.4,4.25,8.53,8.63,9.25,14.07,9.17,16.85,15.22,36.43,42.13,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
