报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),-0.23,0.26,0.24,0.14,0.25,0.22,-0.03,0.27,0.26,0.14,0.12,0.08,0.2,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.69,2.02,1.96,1.89,2.35,2.27,2.14,1.56,1.35,1.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.28,0.05,0.25,0.15,0.22,0.21,0.39,0.53,0.33,0.03,
主营业务收入(万元),852503,845845,623305,308186,210148,69601,75870,69121,77636,55432,50984,41298,56630,59172,52867,56366,44693,33519,
主营业务利润(万元),372122,401067,291943,148795,100532,15359,13999,13393,12980,6625,6970,4710,6385,8115,7641,6954,6576,4799,
营业利润(万元),-44881,129686,90384,49696,35766,6823,-1843,8158,7769,3220,2760,1656,3081,3401,2962,2883,2881,2283,
投资收益(万元),13561,19541,6050,3712,5357,163,-2,1,3,1,-7,-60,38,1,-50,-55,-7,37,
营业外收支净额(万元),-3694,-1339,-226,202,123,-50,-82,-50,133,18,122,286,--,-78,-62,-47,-74,0,
利润总额(万元),-48575,128347,90158,49897,35889,6772,-1925,8108,7902,3239,2881,1942,3277,3325,2850,2789,2803,2262,
净利润(万元),-86647,82065,61380,33891,26027,4951,-623,6098,5892,2321,1898,1308,2518,2605,2270,2052,2008,1618,
净利润(扣除非经常性损益后)(万元),-86897,71086,53228,31068,21579,5045,-946,6125,5693,2302,1880,1114,2392,2626,2014,0,0,0,
经营活动产生的现金流量净额(万元),125951,153861,144453,70708,32984,2985,2616,6669,6343,740,4050,2508,2727,2647,4928,4207,0,0,
现金及现金等价物净增加额(万元),230578,11,98943,-342,52805,-12466,-1739,7750,915,-6753,3589,1777,332,-440,13551,-568,0,0,
总资产(万元),1891862,1635457,1247947,598962,448095,68360,75997,71187,56644,43014,44764,40892,41022,39668,37920,27654,24052,19138,
流动资产(万元),869142,580640,458966,237060,190111,34546,46734,44855,35275,32327,34212,28982,27556,25313,24461,15380,14360,10714,
总负债(万元),1076460,905890,557660,240569,123942,23549,33316,22363,17056,8252,10896,7824,9323,9153,8810,12473,9537,6460,
流动负债(万元),798298,665397,446527,209776,111643,19586,29321,15423,15316,8194,10791,7498,9158,9036,8694,12356,9421,6343,
股东权益不含少数股东权益(万元),731563,656616,649653,331263,305639,38730,34886,41650,37870,32790,31771,30688,29380,28313,26724,12503,10866,9757,
净资产收益率加权(%),-13.72,13.54,10,10.63,10.32,13.42,-1.37,15.47,16.71,7.19,6.08,4.35,8.8,9.44,9.7,17.29,19.88,18.01,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
