报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.48,0.32,0.27,0.14,0.23,0.47,0.57,0.39,0.66,0.41,0.97,0.85,1.6,--,--,--,--,--,--,--,--,--,
每股净资产(元),2.86,3.43,3.99,3.88,3.78,3.4,3.36,3.06,3.62,3.1,4.22,4.51,10.41,5.74,6.98,7.97,9.28,10.34,10.02,1.12,1.03,--,
每股经营活动产生的现金流量净额(元),0.62,1.08,0.99,0.61,0.38,0.69,0.77,0.51,0.58,0.6,0.65,0.78,1.48,0.95,1.2,0.74,0.87,0.84,1.03,0.64,0,--,
主营业务收入(万元),850966,770350,634366,511335,445127,437424,436269,423521,412216,297883,234701,172563,135685,111326,100076,72587,60157,48822,33348,21289,18514,12874,
主营业务利润(万元),545481,527838,443643,343695,294704,289701,266435,348060,335937,238069,189259,146528,117040,97563,87538,64677,54574,43884,30444,19524,16740,11432,
营业利润(万元),140462,94312,67621,-5138,1271,29824,31334,15656,31006,11314,47923,24987,27626,6593,4707,3415,5154,5829,5011,2633,4226,2635,
投资收益(万元),28720,10056,7163,5152,18065,2544,8302,560,768,897,24398,20435,10821,3544,-47,-1158,-1096,647,-109,-61,7,0,
营业外收支净额(万元),-77,722,960,34687,34968,31358,33372,28447,29585,23454,19502,21819,11153,69,-48,-67,-32,-28,-111,0,0,0,
利润总额(万元),140385,95033,68581,29549,36239,61182,64706,44103,60591,34768,67424,46806,38780,18956,11838,7884,9003,10345,7924,4688,4337,2634,
净利润(万元),118299,61213,38908,19739,32375,55025,54790,37960,53678,33203,59370,39543,36045,17339,9884,6944,7491,9161,7040,4004,3507,2192,
净利润(扣除非经常性损益后)(万元),67745,53216,29308,13728,10598,51809,41982,34781,49229,28637,28562,22948,35283,14090,9747,7001,7751,9181,7124,0,0,--,
经营活动产生的现金流量净额(万元),153304,204265,143033,88708,54972,80430,74007,49865,47162,48938,39996,36341,34312,21448,20750,10659,10453,8380,10329,4765,0,--,
现金及现金等价物净增加额(万元),118856,143382,-74398,32401,90663,85255,39728,28943,-162,-22372,53917,17573,19620,4687,-4857,-5842,-4686,8410,67301,1725,0,--,
总资产(万元),1753838,1522090,1403398,1215513,1091859,881063,722980,615629,546168,476592,381951,310997,303049,160631,149248,133738,128261,121812,116787,16250,12968,13505,
流动资产(万元),1016832,834011,727929,745890,660559,494281,373767,319906,279066,238685,221516,152911,119276,88448,97999,93970,96154,105375,--,0,0,7262,
总负债(万元),924419,756893,729295,576672,485588,436812,386691,308281,243456,220012,120604,98968,60719,29665,26057,17747,15238,17867,16137,7827,5183,5661,
流动负债(万元),911240,734813,692479,545946,470509,353001,301086,286926,223854,203497,119217,94117,49405,28172,24418,16687,15060,17667,--,0,0,5661,
股东权益不含少数股东权益(万元),717263,657070,584917,568812,551889,398616,322721,299357,295556,252599,258058,208766,240850,129006,120685,114717,111394,103392,100232,8384,7755,7833,
净资产收益率加权(%),18.35,10.27,6.71,3.52,6.76,15.74,18.47,12.91,19.82,14.89,27.29,17.56,22.32,14.19,8.44,0,--,--,9.7,43.5,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
