报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.09,0.06,0.1,0.18,0.17,0.18,0.16,0.17,0.19,0.14,0.16,0.14,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.72,1.93,1.9,1.88,2.25,2.08,2.03,2.8,3.44,3.25,3.03,3.03,2.61,2.49,1.73,3.23,2.7,3.17,3.56,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.51,0.44,0.38,0.46,1.03,0.56,0.1,0.24,1.48,0.92,0.89,0.89,0.94,0.68,--,--,--,--,--,--,
主营业务收入(万元),383630,409379,407756,500454,472329,455568,405526,381395,370504,157594,130053,139973,191940,128755,122676,112528,110987,100858,84357,60668,51279,39206,30616,16152,15057,7511,2624,--,
主营业务利润(万元),36744,48779,49450,69638,74283,70629,61781,62406,67904,38836,31802,39359,49658,36642,34706,33110,31305,29659,25277,20089,20419,15455,7271,3981,3813,2413,1101,--,
营业利润(万元),15031,9787,16271,26776,32378,27942,19651,26052,23594,17771,18064,12775,31626,15187,16269,15822,14667,13432,9492,8452,9689,10319,7748,4439,3846,0,1286,--,
投资收益(万元),26761,2915,5312,2665,2765,2697,2863,13571,4763,785,1272,6883,9042,2867,-728,1977,807,1399,4290,2553,616,496,649,870,25,433,112,--,
营业外收支净额(万元),-22,1389,1271,3189,745,2484,6412,465,7954,-1156,140,4099,-2128,-1319,-2744,-1582,-365,-482,-1039,-430,-99,0,0,0,0,-267,0,--,
利润总额(万元),15009,11177,17542,29965,33124,30426,26062,26517,31548,16615,18204,16874,29498,18875,15837,18995,18125,17019,12971,10575,10206,10728,9072,4875,3573,2701,1398,--,
净利润(万元),9326,6474,10094,18432,18016,18711,17005,18286,20469,11014,13042,11617,21301,11517,10715,12472,11309,11183,10353,9231,8969,9778,7624,4146,3040,2296,1190,--,
净利润(扣除非经常性损益后)(万元),-3836,1062,4869,16242,21357,16893,12493,9312,13181,11902,7505,11295,23017,9554,10089,11023,8758,8755,7747,8467,8969,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),58283,61223,80874,108353,84270,72468,100988,48249,53916,36094,31119,37647,64183,35077,6324,10150,45730,28537,27367,24940,26321,19025,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),70812,-36335,-29786,27448,25527,2255,-17489,4567,4893,1692,4205,-23568,19844,11610,5283,-6257,8754,331,16539,3555,1173,-3929,--,--,--,--,--,--,
总资产(万元),702404,611477,619572,661219,690564,621673,630228,612008,589563,292030,291806,274437,304605,317073,275476,236473,191422,180017,173469,138397,121092,95905,55146,44638,27390,25992,14102,3569,
流动资产(万元),287116,162365,215794,264890,286927,253462,246260,238810,197241,126531,124902,102761,140286,154703,116021,87546,45584,0,0,0,20279,10921,13196,20354,5119,12115,5592,430,
总负债(万元),346889,251108,257117,297434,334231,300062,323810,300090,280337,125609,127295,110982,151276,175532,138389,109824,74562,68820,70691,49488,45022,24824,11781,5176,4609,3723,1300,388,
流动负债(万元),327999,224290,235252,292263,327253,293458,317288,295069,273127,120108,121850,110405,148241,172072,134179,103883,74562,0,0,0,43122,23810,11781,5176,4609,3723,1300,388,
股东权益不含少数股东权益(万元),322027,325501,325347,325745,317847,310467,297557,293792,286456,156709,154828,152622,140840,130335,126967,116694,106228,100482,93639,85255,73215,69978,42221,39462,22781,22269,12802,3182,
净资产收益率加权(%),2.84,1.99,3.08,5.71,5.72,6.1,5.74,6.3,7.35,7.12,8.3,7.92,15.86,9,8.78,11.09,10.59,11.34,11.86,11.06,--,16.14,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
