报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.23,0.13,0.3,0.22,0.17,0.38,0.58,0.54,0.9,0.7,0.9,0.34,
每股净资产(元),--,--,--,--,--,2.94,3.95,4.15,7.43,2.1,3.25,2.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.4,0.58,0.45,0.55,0.4,1.04,0.7,
主营业务收入(万元),118083,85526,74489,50595,38049,38033,32755,29145,23582,16723,11202,8425,
主营业务利润(万元),56783,41551,35594,21355,15291,16648,14626,13028,10067,6507,3529,2048,
营业利润(万元),32060,16775,19096,10342,7409,10225,8701,7977,5885,3815,2048,723,
投资收益(万元),2895,2497,1772,842,1380,724,368,--,--,--,139,-138,
营业外收支净额(万元),512,900,783,2283,1650,1932,3250,1399,679,701,34,19,
利润总额(万元),32572,17674,19878,12625,9059,12157,11952,9376,6564,4516,2082,742,
净利润(万元),27332,14910,16096,10530,7950,10409,10592,8197,5641,3939,1801,680,
净利润(扣除非经常性损益后)(万元),21723,12420,15122,9475,6346,9397,9575,7783,5133,3262,1588,753,
经营活动产生的现金流量净额(万元),24580,13477,7426,13775,4686,10902,10565,6830,4136,2241,2082,1407,
现金及现金等价物净增加额(万元),-6685,3260,-84358,81919,-13432,4979,-3812,-3049,39627,3471,1898,1741,
总资产(万元),279527,246867,230490,204492,103094,96476,84365,74523,63887,17839,10899,10022,
流动资产(万元),206611,177161,159092,149035,60691,67069,64453,61131,58732,15905,9065,7940,
总负债(万元),54283,47864,36058,26637,14837,15913,12336,10569,7633,5957,4396,5370,
流动负债(万元),50860,44252,34162,23839,12837,13842,10165,10049,7188,5620,4284,5370,
股东权益不含少数股东权益(万元),218510,193033,185749,170989,87836,80099,71712,62786,56254,11882,6503,4652,
净资产收益率加权(%),13.35,7.86,9.05,9.76,9.52,13.74,15.75,13.8,20.43,42.43,32.4,16.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
