报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
基本每股收益(元),0.71,1.46,1.49,1.3,1.38,0.77,0.72,
每股净资产(元),--,--,6.61,5.11,3.81,4.17,3.58,
每股经营活动产生的现金流量净额(元),--,--,1.06,0.01,0.92,0.75,0.62,
主营业务收入(万元),131741,125650,124010,103118,89048,74201,65072,
主营业务利润(万元),71456,62763,59252,49007,40770,27641,24742,
营业利润(万元),36002,33283,27686,24071,24772,13577,12490,
投资收益(万元),2542,1792,11,--,58,--,--,
营业外收支净额(万元),520,234,85,-186,45,112,218,
利润总额(万元),36522,33517,27771,23884,24817,13689,12708,
净利润(万元),29984,27320,22384,19491,20658,11559,10824,
净利润(扣除非经常性损益后)(万元),26319,23847,21284,19043,15973,8479,8058,
经营活动产生的现金流量净额(万元),34907,31538,15973,130,13727,11205,9336,
现金及现金等价物净增加额(万元),66511,31874,8567,-8236,-3068,4748,6127,
总资产(万元),295490,285237,139080,112909,96868,95702,83182,
流动资产(万元),191305,193702,66092,46632,39280,56179,49882,
总负债(万元),26800,43706,39145,36216,39666,33020,29466,
流动负债(万元),23424,40076,34935,27459,35980,17274,25897,
股东权益不含少数股东权益(万元),267811,240640,99077,76693,57202,62493,53716,
净资产收益率加权(%),11.82,13.77,25.47,29.11,31.02,19.43,21.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
