报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.02,-0.39,0.59,1.69,1.08,2.3,2.12,1.85,1.39,0.88,0.39,0.37,
每股净资产(元),--,--,--,--,--,--,7.21,5.6,4.12,3.1,2.24,1.91,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,2.41,1.33,0.31,0.35,0.45,0.31,
主营业务收入(万元),51596,60744,93888,97873,92167,76558,62814,54476,40868,27255,17454,14652,
主营业务利润(万元),33387,42827,71359,73458,66756,53152,42721,35677,26528,15890,8344,5816,
营业利润(万元),-1138,-13026,17810,23436,20579,14793,11860,9959,7725,5021,2190,2089,
投资收益(万元),1578,1457,1050,--,314,--,--,--,--,--,1,--,
营业外收支净额(万元),2816,1872,867,8677,286,450,226,306,462,28,17,-4,
利润总额(万元),1678,-11154,18678,32113,20865,15243,12086,10264,8186,5049,2207,2085,
净利润(万元),786,-12647,14636,27572,17604,13127,10408,9089,6791,4310,1908,1806,
净利润(扣除非经常性损益后)(万元),-3870,-15617,12955,20143,17016,12680,10162,8783,6372,--,--,--,
经营活动产生的现金流量净额(万元),5947,10037,4557,29433,11427,14799,11786,6727,1514,1757,2887,1120,
现金及现金等价物净增加额(万元),7832,-29325,-4645,31722,-1520,7717,1392,5830,732,341,1601,97,
总资产(万元),158932,164859,186941,184212,127499,87234,59757,51654,32738,22249,18682,16282,
流动资产(万元),92983,91147,95740,94256,42418,48644,31501,29996,23182,14249,10595,8211,
总负债(万元),10028,16741,21213,24788,38337,10944,24426,24233,12543,7045,7715,6924,
流动负债(万元),9598,16441,21213,24788,30291,9614,17526,16233,12043,7045,7715,6924,
股东权益不含少数股东权益(万元),148904,148118,165728,159423,89162,76290,35331,27421,20195,15204,10967,9358,
净资产收益率加权(%),0.53,-8.06,9.04,27.63,21.38,23.93,33.62,38.42,39.37,32.84,18.69,21.22,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
