报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.27,0.12,0.33,0.3,0.57,0.6,0.35,0.43,0.45,0.51,0.66,0.48,0.6,0.19,
每股净资产(元),--,--,--,--,--,--,--,--,3.02,5.14,2.82,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.69,1.33,1.47,1,1.34,0.07,
主营业务收入(万元),88561,96000,107521,119037,129143,39129,37224,32578,23090,18346,18164,13743,13292,12506,
主营业务利润(万元),18986,22265,28069,33135,40994,19851,18635,17165,13953,10069,9172,7223,6766,5864,
营业利润(万元),10845,5885,13304,12177,21571,12872,7945,10048,9719,5558,4929,4116,4884,2050,
投资收益(万元),10045,8200,8977,6606,2992,1235,350,298,542,25,1,2,-40,-149,
营业外收支净额(万元),192,1161,142,1800,1857,1553,1726,576,1447,245,239,-331,34,52,
利润总额(万元),11037,7046,13446,13977,23428,14425,9671,10624,11166,5803,5168,3785,4918,2101,
净利润(万元),8375,3761,10319,9486,17969,11775,6831,8348,8872,4862,4031,2888,3641,1178,
净利润(扣除非经常性损益后)(万元),8187,2166,10589,9346,9846,10759,5628,7570,6431,5128,3705,3109,2674,963,
经营活动产生的现金流量净额(万元),25262,17218,20955,23758,29675,19190,20777,20850,13462,13034,8911,6086,8124,431,
现金及现金等价物净增加额(万元),-3153,163,-822,-6104,-15781,-2805,-10475,-1820,1491,28337,3662,1681,373,-1845,
总资产(万元),257707,261189,271407,291630,285361,121506,108714,102418,86022,76167,37322,31667,30919,42959,
流动资产(万元),25217,29514,26183,28638,45721,43942,44977,40867,40483,39276,10938,6296,8879,20954,
总负债(万元),130661,139739,151037,177581,176448,42492,39612,36113,25812,25019,19576,18018,18288,34026,
流动负债(万元),86415,99178,103292,123485,116458,41206,39480,35984,25748,24994,19562,17538,18288,33526,
股东权益不含少数股东权益(万元),117921,110371,108953,101845,97136,76142,66297,63374,59123,50332,17123,13018,12007,8325,
净资产收益率加权(%),7.4,3.45,9.79,9.56,9.77,16.65,10.64,12.75,16.37,11.21,26.81,23.75,35.89,15.59,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
