报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.13,0.18,-0.29,0.04,0.03,-0.11,0.1,0.08,0.05,0.04,0.06,0.02,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.97,0.95,1.05,1.09,1.36,0.92,0.91,1.17,1.17,1.1,2.5,1.89,2.22,2.9,2.61,2.69,2.52,4.2,5.95,5,2.31,1.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.14,0.01,0.14,0.02,0.15,-0.04,-0.08,-0.36,0.56,0.14,-0.23,0.19,0.07,-0.09,--,--,--,--,--,--,--,--,
主营业务收入(万元),735884,714615,580247,874392,715235,629965,920583,1315469,1046766,707007,275171,291565,377049,246939,230811,285914,327714,301191,385037,551142,243176,10511,21437,20258,14539,12075,12135,3208,1503,821,
主营业务利润(万元),54176,26779,2452,8147,16063,21634,23787,34130,50462,42831,27833,22105,23918,17005,12081,17717,36688,36828,25432,42361,4164,3003,1999,944,1195,1864,1453,543,390,20,
营业利润(万元),-16564,39085,-54567,-20240,-15033,-21021,15877,351,18141,10255,13832,5433,14089,-8080,-15033,-1277,-1420,6398,4074,26371,1796,-52,2154,1625,2120,0,1453,543,251,0,
投资收益(万元),3795,127760,8321,23312,20541,1163,40426,44147,20711,13694,15553,11910,16949,9499,-24085,154,-700,-7711,17222,7887,20033,8079,6840,4181,1310,1491,432,289,0,0,
营业外收支净额(万元),71,304,1040,29204,21658,3876,6807,3604,2343,2907,592,-283,518,390,-104,1749,20459,0,-295,740,-3,0,0,0,0,273,0,0,--,--,
利润总额(万元),-16493,39389,-53527,8964,6625,-17146,22685,3954,20485,13162,14423,5150,14607,1943,-38917,807,18798,-32737,23673,37817,21826,7298,8978,5745,3814,3632,1888,844,251,25,
净利润(万元),-25273,34107,-57079,6660,5298,-19895,17279,14795,9013,6118,10629,3035,11418,1657,-37480,467,10399,-41172,13552,22594,18780,6325,8002,4982,3306,3239,1616,751,168,10,
净利润(扣除非经常性损益后)(万元),-28789,-91333,-59637,-38851,-35106,-23843,-21086,-27335,-6103,-5147,1484,-4890,-3124,-3300,-37482,-3308,-11590,-8695,-2887,13102,8124,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),-65420,30498,-46842,-48058,29651,5137,-17578,-20385,-24519,2363,23956,3128,22124,-5345,-11172,-51602,81439,20975,-18855,10258,2409,-1897,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),54614,-42222,-5475,8518,-3569,5640,34061,-20845,-44926,20530,38850,-13079,11670,10563,-44983,-69734,17327,-6585,46600,72174,12434,-5750,--,--,--,--,--,--,--,--,
总资产(万元),736235,834871,993978,965116,865457,803565,804873,595344,659370,694824,521601,386112,396119,307247,363440,393498,472670,442633,484038,353130,159110,109990,106330,106042,74010,40805,23685,12539,1907,378,
流动资产(万元),432074,514541,491596,525907,428801,390437,390361,252280,348198,355353,186505,163371,160337,120977,162921,190972,280761,0,0,0,50611,23376,31212,70829,54041,17939,9728,4573,459,293,
总负债(万元),494601,571290,754293,691197,649295,574135,563154,369414,439413,488734,302035,195192,187907,166066,220542,209862,278325,256587,257168,223828,77446,47156,49816,57394,43343,11320,6717,6590,749,232,
流动负债(万元),352656,466288,642666,607834,573212,468987,466798,319734,377805,416142,219535,169146,178935,148231,212388,207150,278325,0,0,0,53746,22176,25261,39304,36152,11075,6712,6582,7460,220,
股东权益不含少数股东权益(万元),187961,214768,181028,238513,181108,187396,202895,188814,169451,166577,183596,158859,197593,133652,132246,170107,170218,160705,201749,103357,81054,62456,56131,48129,30074,29484,16965,5949,1153,146,
净资产收益率加权(%),-12.58,17.24,-27.21,2.99,2.88,-10.2,8.82,8.26,5.36,3.37,6.21,1.7,6.53,1.25,-24.76,0.27,6.27,-22.73,8.43,24.47,--,10.13,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
