报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),1.13,0.94,0.6,0.3,0.36,0.59,0.88,1.52,1.19,0.8,0.23,
每股净资产(元),--,--,--,--,--,4.02,6.97,12.92,3.53,2.33,1.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.2,0.72,0.28,0.97,0.66,0.73,
主营业务收入(万元),280331,230066,168703,117454,95700,62456,33652,25432,19326,12284,6279,
主营业务利润(万元),129190,98246,71971,44386,42050,29372,15020,11659,8723,5598,2160,
营业利润(万元),108465,59585,41683,19794,21365,16946,10206,7195,5506,3453,821,
投资收益(万元),17983,11885,5335,3816,575,580,87,--,88,3,94,
营业外收支净额(万元),452,1022,1442,1412,655,220,875,674,189,177,-1,
利润总额(万元),108916,60607,43125,21206,22021,17166,11081,7870,5695,3630,820,
净利润(万元),84163,47218,30101,14065,15628,12550,9406,6775,4779,3171,780,
净利润(扣除非经常性损益后)(万元),55812,35706,23990,9750,15169,13290,8861,6231,4569,3013,774,
经营活动产生的现金流量净额(万元),52756,52224,31497,19191,18573,4366,7710,1498,3869,2659,2195,
现金及现金等价物净增加额(万元),133890,17296,16158,16218,-20165,-5207,-10563,47509,4328,2503,-1227,
总资产(万元),753265,427979,358317,238833,161003,135762,80801,73284,18676,11991,6739,
流动资产(万元),336996,160325,134559,109481,68867,78698,68189,66010,14358,8992,3759,
总负债(万元),201100,124563,76418,54854,54412,44072,5287,3852,4073,2412,2313,
流动负债(万元),179069,120864,71549,43578,47124,38677,5287,3852,3816,2325,2313,
股东权益不含少数股东权益(万元),422546,266858,250354,162682,100235,86354,74398,69006,14116,9337,4237,
净资产收益率加权(%),23.65,17.52,13.89,9.34,17.23,15.44,13.2,20.2,40.76,41.82,20.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
