报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.39,0.91,1.91,2.07,1.97,1.18,0.63,0.36,
每股净资产(元),--,--,--,7.52,6.25,4.63,3.74,3.42,
每股经营活动产生的现金流量净额(元),--,--,--,2,1.1,1.34,0.61,0.34,
主营业务收入(万元),82752,53618,59470,47959,48009,35097,21862,15824,
主营业务利润(万元),33189,19042,25167,21352,21405,14950,9230,5635,
营业利润(万元),17465,10068,12556,12468,12042,7227,3844,2004,
投资收益(万元),1079,1440,469,9,2,1,--,3,
营业外收支净额(万元),62,165,290,266,38,19,-19,197,
利润总额(万元),17527,10232,12846,12734,12080,7246,3825,2201,
净利润(万元),15228,8789,11055,10770,10234,6126,3278,1867,
净利润(扣除非经常性损益后)(万元),13806,7429,10378,10544,10201,6107,3292,1700,
经营活动产生的现金流量净额(万元),5797,8929,4974,10413,5731,6947,3178,1754,
现金及现金等价物净增加额(万元),3894,150,-2065,4358,251,3026,-806,887,
总资产(万元),128927,107009,105761,55484,46707,41175,32530,27838,
流动资产(万元),99051,84850,85889,37830,31069,27040,19795,15406,
总负债(万元),26159,15773,12494,16371,14171,17087,13078,10039,
流动负债(万元),25873,15773,12494,16371,14171,17087,13078,10039,
股东权益不含少数股东权益(万元),102823,91387,93268,39108,32512,24088,19452,17799,
净资产收益率加权(%),15.92,9.46,19.45,30.97,36.56,28.7,19.3,11.82,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
