报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.91,1.23,0.88,0.84,1.01,0.93,0.82,0.52,0.64,1.06,1.69,0.85,0.55,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.11,3.76,4.62,4.89,2.95,3.68,5.24,7.47,2.88,2.09,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.58,1.06,1.69,0.72,0.82,0.87,0.98,0.32,0.07,0,0,
主营业务收入(万元),369994,321690,236818,193467,147176,124349,111761,97246,96140,126162,122049,47516,35114,35299,36128,32079,25291,17266,12437,
主营业务利润(万元),237172,206223,145304,115361,84431,76016,66940,56800,65936,96296,92488,28410,18812,13683,12007,9819,9002,5836,3823,
营业利润(万元),161520,139143,91601,83845,66836,58365,53805,34426,45315,79983,76919,21352,12574,9456,6055,4519,4241,3401,1836,
投资收益(万元),13864,11484,6982,4345,4627,5535,4916,2309,726,--,--,--,--,0,-71,0,0,0,0,
营业外收支净额(万元),-496,-157,748,6573,2417,4418,2300,2873,685,1884,1381,408,--,-442,-32,-29,-65,0,0,
利润总额(万元),161024,138986,92349,90418,69253,62783,56105,37299,46000,81867,78300,21760,12820,9078,5951,4490,4176,3373,1805,
净利润(万元),128345,113951,82082,78031,58912,53842,47534,29979,37072,61236,60848,18726,12043,7900,5254,4136,3549,2885,1545,
净利润(扣除非经常性损益后)(万元),114685,100192,76055,67893,50682,44731,41366,25841,35952,60018,59760,18289,10970,7958,5282,4026,0,0,0,
经营活动产生的现金流量净额(万元),136276,129264,17742,32994,54862,49715,51070,49469,33593,60953,60773,16118,17902,13143,9824,2148,335,0,0,
现金及现金等价物净增加额(万元),17703,22720,-27550,11671,-31477,-35584,28460,-13873,-19753,37462,41236,14260,-5224,-317,-3374,17761,1945,0,0,
总资产(万元),758320,649305,521931,465046,402149,376964,364332,296268,273494,257585,201172,126162,95823,81597,69999,64401,34852,24156,19512,
流动资产(万元),568488,478230,366924,318214,264998,250642,235463,179211,184556,172778,125955,74288,47934,40062,48059,45886,22971,14775,12477,
总负债(万元),69926,72047,37724,21505,13711,13370,33255,13184,15399,17006,15567,11750,28851,22767,14920,14353,21879,14747,13009,
流动负债(万元),69448,72047,37724,21505,13711,13370,33255,13184,15399,15781,14952,11435,24937,22353,14106,8089,14195,7667,5009,
股东权益不含少数股东权益(万元),654313,552720,466671,421792,365795,340238,307741,259771,236707,216921,166489,110143,63998,55513,52623,50048,12974,9410,6502,
净资产收益率加权(%),19.89,22.36,18.48,19.85,16.72,16.66,16.85,12.05,16.34,32.09,43.29,22.09,19.75,14.84,10.28,13.13,31.71,36.24,28.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
