报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.12,0.32,0.43,0.35,0.4,0.37,0.35,0.32,0.26,0.24,0.21,0.26,0.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.84,2.72,2.53,2.81,2.7,2.81,3.29,3.17,6.06,5.7,5.54,5.38,1.79,1.9,2.08,1.69,1.68,2.45,2.26,1,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.45,0.52,0.55,0.51,0.48,0.2,0.42,0.5,0.78,0.87,0.61,0.22,0.12,0.62,--,--,--,--,--,--,--,--,
主营业务收入(万元),869635,966945,931505,846482,821093,893549,838128,785917,654727,547831,358572,309165,266853,105693,89342,88922,75345,44771,34886,26174,21361,21738,10815,7053,10279,11001,4840,11368,10282,9841,
主营业务利润(万元),62085,81789,93461,97231,101924,99312,96006,85521,75588,77234,65146,49085,38660,22707,22848,25816,21225,15422,12459,9787,9818,10464,181,-1343,-1645,435,547,0,0,0,
营业利润(万元),12853,37855,59814,37214,40713,33806,33085,29478,28209,28398,19274,14475,15099,7637,10825,11024,7274,5829,3902,4748,5006,5655,311,-605,-1481,0,555,0,0,0,
投资收益(万元),3313,4045,4420,3489,3204,3897,3674,3235,2764,3456,3257,8492,9442,402,-2688,-526,427,626,2017,1967,163,5,1261,55,153,115,4,0,0,0,
营业外收支净额(万元),7080,8608,215,8118,9198,12134,10090,9885,7009,4925,3847,4637,1353,-7,310,229,12,0,57,16,-232,0,0,0,0,326,25,--,--,--,
利润总额(万元),19933,46463,60029,45332,49911,45940,43175,39363,35218,33323,23121,19113,16453,8367,8897,10856,7872,6857,6018,6811,4937,5660,2658,30,-2311,1205,584,1474,1928,2075,
净利润(万元),12677,32610,44599,30767,34185,32071,30038,27637,19081,17333,15354,14730,14001,7313,7560,8111,6300,5537,5080,5543,4067,4746,2372,20,-2324,1034,584,1124,1278,1655,
净利润(扣除非经常性损益后)(万元),745,15416,25881,24542,27375,23351,23241,21164,15543,15456,12336,6813,5429,6937,6321,6167,6162,4955,3582,5479,4067,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),48751,42839,34294,56417,68720,65387,51582,58172,32581,38203,40321,28839,26708,7716,14250,16905,13115,14736,10322,3633,1399,5671,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),46482,6074,-93877,129331,6827,18100,-23526,39626,2968,7824,9027,14293,12949,-1309,-3862,8263,-134,-3576,-14279,32400,2882,322,--,--,--,--,--,--,--,--,
总资产(万元),907915,917349,886147,911634,735553,724690,671929,660282,527588,494966,447169,386806,308930,181486,171086,156587,146272,136501,133115,125186,37301,28866,29628,14762,14994,18231,16813,11911,--,--,
流动资产(万元),544095,535705,510496,526589,358566,361424,323376,323214,238812,216764,181164,148463,119251,80182,67712,68791,57015,0,0,0,0,8271,5918,3117,2705,2723,5019,2129,--,--,
总负债(万元),283557,294019,289272,335670,321272,336285,316605,326084,261518,240150,210452,199412,149271,70983,56697,46364,40905,37140,37117,32029,14161,9669,15455,4470,4755,5755,5340,6387,--,--,
流动负债(万元),222742,231657,224829,297450,193312,212506,187239,191555,234028,217172,179279,141591,115251,55868,49166,38767,39193,0,0,0,0,8755,11134,3317,3303,1312,600,3666,--,--,
股东权益不含少数股东权益(万元),583679,581058,562870,532416,371133,347285,317135,295784,207606,198661,185018,158292,152085,109118,111220,107043,102387,96339,93614,90917,21307,17426,12672,10291,10239,12476,11473,5525,--,--,
净资产收益率加权(%),2.18,5.71,8.13,7.84,9.52,9.65,9.8,9.8,9.46,9.15,9.05,9.45,9.2,6.85,6.7,7.75,6.18,5.76,5.53,11.9,21.03,31.5,--,0,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
