报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.17,0.33,0.48,0.02,0.15,0.04,0.02,-0.09,0.01,0.17,0.09,0.19,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.32,1.31,1.14,1.05,0.86,0.69,0.55,0.54,0.46,0.41,0.26,1.03,1.33,2.58,2.3,2.06,2.34,3.06,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.59,0.56,0.23,0.04,0.53,0.2,-0.09,0.03,-0.1,0.03,0,-0.02,-0.05,-0.35,--,--,--,--,--,--,
主营业务收入(万元),30728,33888,20251,4443,1559,1472,1272,1128,1331,8428,6306,6675,19597,14805,4532,7552,3892,830,1220,943,40501,10836,16669,9444,13090,12632,11115,8907,
主营业务利润(万元),30600,33319,20179,1928,-112,82,588,486,750,3595,2422,3126,6209,4850,2628,6402,3081,-290,-660,-766,10563,3298,1193,-3597,-3089,1536,2363,922,
营业利润(万元),12495,14116,8479,251,2436,496,176,766,171,3403,1704,41,2971,2143,-819,628,-338,-1950,-9975,-5211,5700,120,1240,-3597,-3089,1536,2373,1023,
投资收益(万元),-1453,460,397,34,2954,2009,714,748,163,680,238,--,0,33,266,-29,921,3941,-1541,1002,363,2126,798,931,-640,1723,0,0,
营业外收支净额(万元),300,-3,0,134,1,-13,0,-2131,-17,38,15,3319,--,2,684,646,-26,-1947,-304,-80,-11,--,0,0,0,0,0,0,
利润总额(万元),12795,14112,8479,385,2437,483,176,-1365,154,3441,1719,3361,3019,2178,131,1245,557,44,-11771,-4274,6260,2955,2575,-2787,-3859,3547,2423,1022,
净利润(万元),11034,12063,7327,298,2324,619,273,-1371,133,2591,1419,2908,2481,2178,132,1142,276,1222,-8908,-4127,2236,2788,2433,-2787,-3859,3136,2341,869,
净利润(扣除非经常性损益后)(万元),10940,12075,7037,-35,-1559,632,273,760,150,2555,1391,777,2709,2143,-806,492,-875,-1384,-7505,-7191,2289,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-70677,-67371,-231351,-91475,586,-3477,-8700,-1284,-8954,8448,3415,582,8075,2980,-1300,520,-1561,401,73,-356,-704,-3563,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4846,119393,-16242,7878,13459,-3465,-156,-1952,-11310,8557,3640,985,539,1274,1219,175,-2277,3066,-22,-667,-287,819,--,--,--,--,--,--,
总资产(万元),602087,505086,358667,128041,22899,31563,27499,21569,22365,29549,24165,26781,28784,35439,33271,23909,21861,22501,31100,42515,164475,68554,60677,53856,54834,47703,39375,25690,
流动资产(万元),508533,475313,332746,102951,19007,19609,18387,12723,14152,20868,16628,19873,16997,23448,21594,10506,7847,--,0,0,0,39124,26430,23942,26937,22718,17360,14471,
总负债(万元),179060,90972,329189,106150,1061,7805,4236,2947,2373,9689,6897,10931,15843,25021,25032,15441,14581,16004,27160,26803,137580,42560,37481,33093,31284,22034,--,12090,
流动负债(万元),105450,88603,255954,106150,903,7805,2098,809,2373,9689,6897,10931,14843,18311,12874,6152,5814,--,0,0,0,29463,25330,20914,18438,11163,11959,4974,
股东权益不含少数股东权益(万元),423026,414114,29478,21890,21838,19514,18894,18622,19993,19860,17269,15849,12941,10418,8240,8130,6979,6256,3867,15626,20121,25994,23196,20763,23550,25730,16546,13500,
净资产收益率加权(%),2.64,3.83,28.53,1.36,11.24,3.22,1.45,-7.1,0.67,13.96,8.57,20.2,21.2,23.35,1.61,15.11,4.17,19.53,-230.36,-26.41,0,11.33,--,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
