报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.21,1.91,1.09,1.15,0.9,0.87,--,--,
每股净资产(元),--,9.34,7.43,6.34,5.19,4.46,--,--,
每股经营活动产生的现金流量净额(元),--,1.94,0.37,0.81,0.72,0.45,--,--,
主营业务收入(万元),38919,45934,26952,29823,20028,19629,17711,11713,
主营业务利润(万元),20415,25091,14798,17960,11661,11229,9338,5746,
营业利润(万元),10516,13302,7545,8014,6287,5948,4562,3562,
投资收益(万元),636,292,133,164,257,95,--,--,
营业外收支净额(万元),70,141,121,139,84,185,669,1,
利润总额(万元),10587,13443,7667,8152,6371,6133,5231,3563,
净利润(万元),9073,11443,6540,6874,5409,5203,4416,3013,
净利润(扣除非经常性损益后)(万元),7926,11006,6215,6661,5119,4964,4015,3012,
经营活动产生的现金流量净额(万元),-5362,11659,2226,4879,4317,2716,3629,820,
现金及现金等价物净增加额(万元),23318,3758,2012,3355,3220,6363,1465,4466,
总资产(万元),110662,75056,56175,46192,35656,32071,22369,17972,
流动资产(万元),93052,59789,47335,38251,29069,25066,15887,12963,
总负债(万元),13956,19029,11592,8149,4486,5325,6825,7011,
流动负债(万元),13355,18090,10406,6897,3519,4490,5980,5858,
股东权益不含少数股东权益(万元),96706,56026,44583,38043,31170,26747,15544,10961,
净资产收益率加权(%),10.77,22.75,15.83,19.86,18.68,26.48,34.05,50.6,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
