报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.23,0.45,0.59,0.35,0.14,0.2,0.33,0.5,0.44,0.4,0.15,
每股净资产(元),--,--,--,--,--,2.48,3.76,5.34,2.43,1.99,0.9,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0,0.38,0.14,0.55,0.06,-0.18,
主营业务收入(万元),146096,177560,192071,106066,50892,57335,41491,41030,36529,14670,4920,
主营业务利润(万元),40901,54361,63552,36787,15663,15565,11993,12502,11127,4760,1516,
营业利润(万元),15378,25747,31893,14992,3138,6371,6030,4846,4504,2413,59,
投资收益(万元),2755,-144,378,499,--,-38,--,--,-10,397,2,
营业外收支净额(万元),-1205,-730,-1748,1061,1508,535,1560,1496,634,1999,1349,
利润总额(万元),14173,25017,30145,16054,4646,6906,7589,6342,5139,4412,1408,
净利润(万元),8204,16164,21302,12751,4332,6325,6889,5937,4617,3922,1198,
净利润(扣除非经常性损益后)(万元),6420,15176,21405,11239,3355,5188,6369,4754,4091,1856,50,
经营活动产生的现金流量净额(万元),42877,20484,23421,23409,8787,-92,8045,1925,5714,675,-1408,
现金及现金等价物净增加额(万元),7627,-2892,-6056,-50446,73374,-13033,-5082,24110,1895,-8197,8079,
总资产(万元),338890,344656,336974,261612,193810,103513,85318,84221,51350,33596,27569,
流动资产(万元),143197,144386,155397,113294,125457,52205,43506,49392,18986,12858,16812,
总负债(万元),157645,181896,186156,137447,31258,24797,6551,9749,25955,12818,20541,
流动负债(万元),94204,160442,161433,107250,29987,22699,5475,7019,21780,8936,16303,
股东权益不含少数股东权益(万元),153251,135900,126509,105805,154883,78443,78571,74472,25395,20778,6964,
净资产收益率加权(%),5.5,12.35,18.35,10.31,5.42,7.47,9.03,12.81,20,23.5,18.82,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
