报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.39,0.38,0.35,0.38,0.35,0.36,0.27,0.22,
每股净资产(元),--,--,--,--,--,2.31,2.08,1.93,
每股经营活动产生的现金流量净额(元),--,--,2.63,-0.25,8.04,--,--,--,
主营业务收入(万元),467523,422956,362206,344167,294259,248636,212240,192280,
主营业务利润(万元),164016,147822,139821,124621,103629,89244,74018,68378,
营业利润(万元),164016,147822,139821,124621,103629,89244,74018,68378,
投资收益(万元),38949,4103,1710,3839,5139,5931,1412,1268,
营业外收支净额(万元),1175,1319,-365,404,57,9308,1588,-427,
利润总额(万元),165191,149142,139455,125026,103687,98552,75607,67951,
净利润(万元),141709,125377,113767,103302,83959,86162,58298,47824,
净利润(扣除非经常性损益后)(万元),137984,119135,105973,99014,80322,--,57106,48144,
经营活动产生的现金流量净额(万元),1001260,290292,867270,-82605,1910295,190866,388628,-901308,
现金及现金等价物净增加额(万元),175996,-147406,1472842,-285850,566984,10426,-82408,-1140123,
总资产(万元),20131868,19316549,17094928,13380277,10179144,7079506,6036703,5106591,
流动资产(万元),--,--,--,--,--,--,--,--,
总负债(万元),18756952,18087162,16099445,12448868,9576610,6530713,5580070,4682267,
流动负债(万元),--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1374916,1229387,995483,931409,602534,548794,456634,424323,
净资产收益率加权(%),10.8,11.93,11.88,14.22,14.77,--,13.24,11.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
