报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.1,0.11,0.09,0.21,0.05,0.04,0.05,0.04,-0.06,0.55,0.11,0.03,0.22,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.23,3.72,3.27,3.19,3.31,3.29,3.2,3.12,1.74,1.44,1.16,1.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.52,-0.84,0.68,0.58,-0.31,0.6,0.35,0.48,-0.17,0.54,0,0.18,
主营业务收入(万元),102358,100481,82118,76214,71994,77683,88009,84698,94100,92422,68775,71608,67264,54675,46642,34478,28195,24413,19190,14219,
主营业务利润(万元),15730,16399,11532,12743,10416,7926,7148,3800,5161,14980,8578,10638,10016,9582,9088,6951,6194,4869,3410,2412,
营业利润(万元),3968,4397,3483,6217,1243,-564,-1312,-6482,-4181,10728,1005,694,3382,5538,5632,4588,4216,3525,2472,1785,
投资收益(万元),318,251,1146,3269,--,229,601,381,-151,4410,30,-585,495,0,0,0,0,0,0,0,
营业外收支净额(万元),-267,-307,-192,-223,668,1985,3055,8568,1545,494,1353,-38,--,-2,-24,-197,-315,0,0,0,
利润总额(万元),3701,4090,3291,5994,1911,1420,1743,2086,-2636,11222,2358,656,4472,5686,5639,4392,3901,3488,2708,1768,
净利润(万元),2595,3060,2483,5642,1300,1002,1400,1209,-1678,9357,1867,515,3698,4828,4808,3718,3304,2949,2286,1496,
净利润(扣除非经常性损益后)(万元),2076,2634,2261,5818,737,-644,-1084,-5325,-2638,5253,660,1110,2196,4701,4737,3773,3529,0,0,0,
经营活动产生的现金流量净额(万元),1430,3105,4590,12288,8388,18638,4588,19041,14147,-14244,11504,9778,-5338,10219,6029,8208,-1859,5891,0,0,
现金及现金等价物净增加额(万元),9758,2268,134,4473,-1115,1936,-4454,3023,-3299,7023,-2688,-52,2927,-1912,-6927,11759,-1207,273,0,0,
总资产(万元),168837,137285,108849,101231,99975,108949,117935,128185,123354,136725,108439,109461,111442,83755,71559,59604,40290,31507,21983,19834,
流动资产(万元),79390,72908,49719,47234,39087,44568,48828,68742,58551,75029,43420,39233,39732,20195,19524,21545,12284,6016,6496,5969,
总负债(万元),94542,65374,39183,32143,35986,45715,55158,66265,62642,73486,52858,54965,55182,27864,16502,6549,21145,15666,9174,8762,
流动负债(万元),57992,58921,35367,31540,35319,44970,54335,65363,59712,65570,46946,49039,48178,27624,16502,6049,10642,6902,8079,6297,
股东权益不含少数股东权益(万元),74296,71911,69667,69088,63990,63234,62776,61920,60711,63239,55582,54225,56260,55891,54463,53055,19145,15840,12809,11072,
净资产收益率加权(%),3.57,4.32,3.59,8.49,2.04,1.59,2.25,1.97,-2.71,15.83,3.4,0.94,6.62,8.84,8.99,9.04,18.89,20.65,18.72,13.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
