报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.14,0.22,0.21,0.21,0.2,0.19,0.1,0.07,0.21,0.53,0.67,0.51,0.5,0.47,--,
每股净资产(元),--,--,--,--,--,--,--,--,7.02,7.02,6.77,--,0,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.51,0.61,0.83,0.67,0.35,1.37,0,
主营业务收入(万元),360249,408112,394840,396094,395602,366156,266486,159183,140890,128153,118392,138544,109362,106466,0,
主营业务利润(万元),45630,53634,48113,51210,42470,43356,36143,22264,23451,30706,36415,27573,21293,18619,0,
营业利润(万元),21877,24313,22112,20511,17158,17368,10741,5097,7128,18202,23889,20224,15072,13173,0,
投资收益(万元),2652,2133,1875,2039,1019,5067,1656,--,--,--,--,--,30,-1251,0,
营业外收支净额(万元),-548,-1695,366,2051,1052,1427,1290,487,220,103,404,299,--,445,0,
利润总额(万元),21329,22617,22479,22562,18211,18794,12031,5584,7348,18305,24293,20522,15471,13617,0,
净利润(万元),10751,10024,9206,9541,9082,8583,4662,3285,6381,15755,15133,11389,10854,9506,0,
净利润(扣除非经常性损益后)(万元),7983,8034,6172,8299,7741,8034,3726,2883,6221,15660,14812,11324,9569,8378,0,
经营活动产生的现金流量净额(万元),33617,32707,39777,58275,8668,49738,20025,6573,15355,18334,24925,15098,7908,13023,1099,
现金及现金等价物净增加额(万元),21347,-3455,-3987,12976,-25308,9809,-42724,-27173,-32309,-29872,153768,1719,10089,2380,-297,
总资产(万元),399570,394437,399588,403763,388828,387383,369745,299350,270091,239382,240505,86228,78626,55675,0,
流动资产(万元),172502,162187,192436,208254,226936,222328,166442,143892,154180,195495,213962,61356,55962,35848,0,
总负债(万元),99941,99587,115188,131716,115918,121843,107606,45026,29593,20037,22327,24559,32257,22678,0,
流动负债(万元),94452,95708,110686,126317,109621,103941,74984,34988,24375,20037,22327,24559,32257,22678,0,
股东权益不含少数股东权益(万元),255846,247979,239933,232802,225211,220223,212758,209515,210726,210546,203185,49692,38303,27757,0,
净资产收益率加权(%),4.3,4.11,3.9,4.17,4.07,3.96,2.21,1.57,3.04,7.61,26.43,25.89,32.81,41.32,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
