报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.04,-0.01,0.01,0.01,0.07,0.06,0.01,0.28,-0.03,-0.57,0.02,-0.57,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,-0.23,-0.19,0.22,0.2,0.77,0.57,-0.76,0.53,0.66,0.59,1.52,1.46,2.23,2.09,2.06,1.58,1.41,1.19,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.26,-0.01,-0.6,0.07,-0.7,0.69,-0.4,-0.45,0.31,-0.35,-0.53,-0.02,0.59,-0.59,--,--,--,--,--,
主营业务收入(万元),2682,1208,1110,1086,1690,4698,1215,12107,5380,8389,5712,1364,1977,15025,8699,18771,21084,16142,21827,30873,42240,26162,23523,21615,23403,20467,17224,
主营业务利润(万元),440,697,1047,1005,1001,2296,878,2861,678,-226,406,-29,322,6362,1021,2836,3022,-801,2822,7443,6134,5707,1491,850,1331,--,--,
营业利润(万元),1088,-214,329,298,236,1291,57,-3295,-498,-9451,-2195,-9322,-3604,4375,-21784,-2888,-1050,-13517,-2813,1744,2539,2425,1979,951,1396,--,--,
投资收益(万元),16,-294,-97,-54,-50,53,1,1863,--,159,--,--,--,80,-509,-2,1310,-137,-707,969,22,19,346,438,4,--,--,
营业外收支净额(万元),--,--,--,-1,1396,-4,162,9517,-48,-32,1166,-1504,6427,6,-1220,1104,1195,-2565,-4548,125,23,0,0,0,17,--,--,
利润总额(万元),1088,-214,329,297,1632,1288,219,6223,-546,-9483,-1029,-10825,2823,4461,-23513,-1741,1455,-16219,-8068,2848,3043,3146,2724,1356,1417,--,--,
净利润(万元),1003,-235,264,315,1471,1393,207,6226,-590,-9735,335,-9819,2011,2605,-22447,-2233,1229,-15613,-7539,2123,2114,2352,2316,909,1203,1107,854,
净利润(扣除非经常性损益后)(万元),-216,-235,264,315,424,1339,85,-2381,-622,-10080,-832,-8318,-2274,665,-22253,-3462,-3529,-13028,-2991,1987,1632,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-401,177,636,565,1835,2902,2049,4264,4483,-79,-10247,1129,-12006,11884,-6837,-7758,5228,-6037,-8998,-241,6263,-6337,--,--,--,--,--,
现金及现金等价物净增加额(万元),50,65,-132,-87,255,-664,484,-630,-261,-2810,1228,-43,-3600,3515,-2371,-7086,-1693,-2958,8065,3522,1405,1288,--,--,--,--,--,
总资产(万元),15197,15901,16187,16452,16542,22638,29992,25942,50940,44301,65123,56804,64280,59954,48411,75186,79496,73497,84680,78071,63746,65586,25093,18445,15430,--,--,
流动资产(万元),14217,10783,10513,10652,10809,16347,21250,19850,43121,36067,53681,46419,54163,41056,25583,38242,52530,0,0,0,40027,34165,14058,8975,7479,--,--,
总负债(万元),9070,10753,10628,11209,11802,19151,27460,22777,54865,47637,58091,48794,45708,46438,54592,58826,63759,61438,56055,50819,36237,37862,14019,9938,7830,--,--,
流动负债(万元),8832,10753,10628,11209,11802,18648,26956,21505,53993,46765,50513,46616,41994,43428,54582,56076,60759,0,0,0,35165,38132,13341,8918,6427,--,--,
股东权益不含少数股东权益(万元),6127,5147,5559,5244,4740,3487,2532,3165,-3925,-3335,3691,3356,13175,9837,-12983,9138,11269,10064,26052,23290,23818,22304,11025,8463,7555,6353,6188,
净资产收益率加权(%),17.84,-4.39,5.01,6.42,34.85,43.15,7.63,--,--,--,9.5,-118.8,14.33,-39.32,0,-22,11.51,0,-28.04,9.57,--,14.82,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
