报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.16,0.1,0.16,0.33,0.35,0.16,0.08,-0.19,0.1,0.25,0.24,0.33,0.52,0.5,0.44,1.01,
每股净资产(元),--,--,--,--,--,--,--,--,2.2,3.16,2.08,3.75,4.14,2.05,1.18,3.28,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.32,-0.42,0.28,-0.6,-0.92,0.36,0.1,0.97,
主营业务收入(万元),255362,270289,183132,139819,130693,60741,56373,39554,51399,46122,43909,37281,28154,22127,15846,10288,
主营业务利润(万元),46185,49278,39962,34304,32307,20056,20302,9627,14101,14775,13745,10665,9343,7017,4072,2910,
营业利润(万元),10774,12645,19441,11245,10805,2681,1901,-8596,794,3367,3806,3063,3381,2637,1579,910,
投资收益(万元),2405,610,1658,686,75,92,-11,--,--,--,0,--,--,-4,-1,-1,
营业外收支净额(万元),-95,-2077,-74,4525,4658,2497,1341,3300,2434,1151,1277,245,22,92,45,43,
利润总额(万元),10679,10568,19367,15770,15463,5178,3243,-5296,3229,4518,5083,3308,3402,2730,1624,953,
净利润(万元),11251,7892,12514,11137,10802,4175,2015,-4954,2657,4116,4013,2720,2916,2224,1373,772,
净利润(扣除非经常性损益后)(万元),1862,4294,9717,8220,6200,3437,1349,-6803,1549,4001,3822,2512,2900,2146,1347,750,
经营活动产生的现金流量净额(万元),24713,-18511,-9793,4287,15967,8606,2428,5253,-8521,-7390,4668,-4948,-6369,1848,451,698,
现金及现金等价物净增加额(万元),8950,2013,27818,-7549,17867,-3593,-9082,6086,-571,11385,1255,-9556,7276,3881,2506,425,
总资产(万元),577691,525552,420780,371619,306102,159006,141093,133488,119499,98419,74484,62937,56383,25878,15391,8273,
流动资产(万元),337463,339110,258915,219117,176924,85498,89001,91740,91827,74255,54111,43385,46513,23505,14418,7765,
总负债(万元),275455,219849,118753,78948,177815,90560,76606,71464,57310,41531,39164,31153,26852,14717,10014,5479,
流动负债(万元),209239,156655,111420,75043,127676,62300,45476,42821,54994,36426,36556,30864,26687,14707,9934,5452,
股东权益不含少数股东权益(万元),278402,280669,277217,271712,114929,59617,56242,54226,58580,56053,34472,31123,28609,10485,5195,2628,
净资产收益率加权(%),4.04,2.83,4.57,7.16,12.37,7.22,3.65,-8.83,4.67,10.44,12.26,9.11,18.51,33.89,32.69,32.76,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
