报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.16,0.21,0.45,0.63,0.61,1.22,0.84,0.34,0.41,0.61,0.81,0.57,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.68,1.88,2.11,2.14,1.14,0.54,0.46,1.02,1.48,1.46,1.44,2.26,2.45,2.23,2.2,2.1,2.15,2.54,2.18,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.28,-0.38,-0.86,-1.09,-0.15,0.09,0.16,-0.02,-0.08,-0.36,-0.45,0.06,1.2,0.52,--,--,--,--,--,--,
主营业务收入(万元),1257779,1413269,1579336,1946054,1538609,1139091,757626,355425,333044,332783,163536,91059,61950,28471,29959,31118,20715,17543,20401,21417,14767,10309,8214,5741,9790,8049,4544,3419,
主营业务利润(万元),396281,360302,484984,508102,392173,255488,233066,88074,91765,92882,55291,31608,21546,11735,8522,8482,7107,5463,4947,7103,4634,4007,557,-316,1658,1722,608,666,
营业利润(万元),143118,176693,240528,342000,268730,166486,138723,19068,47084,69058,38680,19064,16677,2207,-7219,-11012,766,719,7,4120,2598,1844,904,152,1862,1755,618,679,
投资收益(万元),2380,160268,12948,7799,4544,850,644,2,324,409,50,--,248,223,-11027,-3253,239,173,2398,22985,504,487,171,49,31,233,--,3,
营业外收支净额(万元),-10899,-13584,-2791,2079,23323,46596,8335,41034,26174,5922,20302,6315,--,3,55,-25,-38,-11,63,32,24,--,0,0,0,0,-28,0,
利润总额(万元),132220,163110,237738,344079,292053,213082,147058,60102,73257,74980,58981,25379,16722,2432,-18190,-14290,966,880,4541,27138,4114,2346,1071,67,2020,2022,591,1008,
净利润(万元),110833,146685,208155,293937,260678,160358,108125,43847,52509,55477,46048,19097,10248,1012,-16646,-14875,463,697,4087,22948,2892,2200,975,26,1666,2022,270,455,
净利润(扣除非经常性损益后)(万元),97954,27281,198934,290924,225872,122813,101542,13036,32695,51045,28889,12749,9555,910,-16956,-15105,328,534,474,3410,0,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),1060041,-44341,-320122,44581,-9735,159898,-16227,-155245,-164283,-34356,-48871,-38855,-4839,2852,5197,-702,-2581,-11738,-14772,1145,11781,5148,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),11927,-219264,-180443,189897,370404,79134,25342,94749,-82984,75173,116169,-27710,27528,-1934,-864,5065,-11699,-4459,-8520,16418,10490,2822,--,--,--,--,--,--,
总资产(万元),11983361,10195538,10850483,7115927,5540015,4339496,3645049,2589851,1801076,1239583,628670,286877,158261,127236,108228,130843,129724,122528,110178,108251,56420,48349,41236,38977,37390,36321,29961,11464,
流动资产(万元),7323417,5527166,5965952,5183420,4384233,3787926,3144810,2197512,1362571,1159245,602249,260584,134644,120879,101370,112841,108202,--,--,0,0,44598,37957,35811,34313,33659,28583,10749,
总负债(万元),9907772,8224754,8943427,5558287,4244196,3575964,3279656,2327163,1555369,1051585,504092,206666,116914,108495,93347,97537,81148,74586,62908,64664,32168,26261,21345,20058,20592,19258,15340,7144,
流动负债(万元),4260159,5798301,5356395,2263471,2909057,2739860,2368365,1640887,1277722,615539,233368,130922,62868,81197,66574,62276,51303,--,--,0,0,19474,18288,19903,20436,16906,13460,7144,
股东权益不含少数股东权益(万元),1769982,1703128,1607150,1491159,1261563,730033,340166,236664,215466,172091,120611,76350,37307,17674,15001,33211,48393,47752,47054,43381,24042,21861,19661,18685,16583,16341,13857,4320,
净资产收益率加权(%),6.39,8.8,13.5,21.9,32.18,38.79,37.79,18.89,26.89,38.08,46.53,26.75,35.59,6.51,-69.05,-36.59,0.96,1.47,9.04,64.19,12.82,10.59,--,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
