报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.08,0.19,0.05,0.3,0.69,0.81,0.78,0.7,0.58,
每股净资产(元),--,--,--,--,--,3.78,3.44,2.65,2.06,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,1.04,0.54,0.98,0.88,
主营业务收入(万元),77432,86064,85337,49888,41208,40061,37008,33030,27065,
主营业务利润(万元),17264,21681,33035,17205,12846,12616,11593,10601,8678,
营业利润(万元),3372,9539,5212,8566,6925,6656,6429,5650,4780,
投资收益(万元),-10,6,-2,31,--,--,--,--,--,
营业外收支净额(万元),8,63,141,390,-27,85,58,160,97,
利润总额(万元),3381,9602,5353,8956,6898,6741,6487,5810,4877,
净利润(万元),3247,8380,2218,7701,5957,5797,5628,5010,4181,
净利润(扣除非经常性损益后)(万元),-32490,-31575,1610,7344,5981,5725,5579,4874,4094,
经营活动产生的现金流量净额(万元),-1395,10131,-189,6383,-3915,7495,3916,7070,6351,
现金及现金等价物净增加额(万元),-1415,6580,-7155,5247,-4843,2011,1026,2879,1861,
总资产(万元),324124,399806,373614,351391,64953,44007,32495,24702,20275,
流动资产(万元),84157,125915,78661,53497,26154,21023,18116,15192,12437,
总负债(万元),54644,58882,38809,17447,8503,16786,7760,5595,5458,
流动负债(万元),53935,56467,38165,17404,8503,8405,4379,4845,4052,
股东权益不含少数股东权益(万元),269480,340925,334806,333944,56451,27220,24735,19107,14817,
净资产收益率加权(%),1.04,2.48,0.66,9.77,13.53,23.31,25.67,29.54,32.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
