报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),1.15,1.58,0.65,--,0.71,1,0.33,0.31,0.4,0.34,0.25,0.23,0.31,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,4.37,4.22,3.97,3.75,3.21,3.34,3.02,2.87,2.76,2.73,2.37,2.33,2.13,2.06,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.69,0.74,0.36,0.43,0.37,0.46,0.3,0.23,0.2,0.2,0.26,0.21,0.19,0.16,
主营业务收入(万元),618583,580711,483662,--,342058,362036,327928,313462,295162,230239,144167,106306,110345,119193,91148,70578,59814,64613,60452,51540,45081,38870,
主营业务利润(万元),263171,289915,229939,--,161919,178408,163713,151112,166381,112383,68728,58099,72736,88229,67003,51295,42931,44838,41872,39009,34372,29546,
营业利润(万元),244406,453259,190844,--,163537,145857,115281,93783,115610,85460,56793,56176,74742,72468,59611,44414,32082,36859,39530,32375,31456,27984,
投资收益(万元),124267,55559,52885,--,115499,18704,18568,12910,12770,29832,33297,27599,19078,-7460,-5663,-878,6053,417,-1451,2242,2685,4638,
营业外收支净额(万元),18,1259,721,--,3696,150835,-23864,-141,51,238,223,-98,2639,-5728,-24,-750,56967,-18,-233,-33,0,0,
利润总额(万元),244423,454518,191564,--,167233,296692,91417,93642,115662,85698,57016,56079,77381,62621,57691,56877,99892,40556,40516,34585,34124,32596,
净利润(万元),249948,344005,142640,--,155266,218688,71969,68453,87515,74581,54022,50319,67360,55924,48504,48456,85204,35135,40194,34364,32360,29384,
净利润(扣除非经常性损益后)(万元),224363,153788,146890,--,52740,96394,82841,65970,84742,72335,52156,49187,64115,52607,40758,34813,20910,34854,42947,--,0,--,
经营活动产生的现金流量净额(万元),175143,322223,266071,--,177151,179376,176122,153065,150813,161736,77994,94587,81172,100488,64510,51154,43149,44120,57522,43148,38361,33030,
现金及现金等价物净增加额(万元),35098,69627,-255713,--,492584,16552,-86457,-21375,159064,5636,-5719,6930,13850,-51065,-34935,-557,47187,-13699,64015,295,-63869,-8813,
总资产(万元),4492373,4110085,3747383,3238484,3167066,2432932,2284011,2420913,2460879,2261665,2220871,1820566,1519960,1019462,992750,751861,710531,692250,699600,593004,539389,490444,
流动资产(万元),766602,753226,393960,799963,842443,402651,223773,270492,270679,113319,119190,100987,70986,53320,112545,172736,230421,0,139762,54004,0,116362,
总负债(万元),2420046,2156110,2169926,1767349,1670957,1120915,1160112,1333621,1411141,1328155,1334229,1049696,721197,360279,363502,147388,113115,174004,190511,163308,123002,80471,
流动负债(万元),648069,604511,680874,478419,411052,293497,223439,388954,255140,298738,345108,291329,117344,211937,95398,87681,36836,0,65502,42146,0,37789,
股东权益不含少数股东权益(万元),1837454,1738709,1361808,1267448,1236889,1179758,997442,953649,920442,864883,817749,700489,727514,659183,626942,602310,595287,516031,507055,428568,414369,394103,
净资产收益率加权(%),14.14,22.85,10.88,--,12.94,20.14,7.4,7.33,9.84,8.89,7.35,7.29,9.86,8.69,7.92,8.19,15.06,6.81,8.97,7.96,7.88,7.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
