报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.06,-0.51,0.02,0.01,-0.07,0,0.01,1.13,-1.85,0.02,-0.82,-0.43,0.23,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,-2.02,-0.16,-0.18,0.64,1.06,2.02,3.46,4.46,4.39,4.26,3.42,1.44,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.03,0,0.01,0.41,0.27,0.32,1.24,0.89,-0.5,0.27,0,0.56,
主营业务收入(万元),31280,225900,157038,41240,25061,28933,30088,30346,37904,45497,44556,71162,67048,68126,70610,92710,69635,46016,52558,60676,
主营业务利润(万元),4745,5004,10743,3604,2140,3364,-3168,751,907,2224,-18594,-1807,-9892,-3191,4705,15567,11304,6120,7726,9358,
营业利润(万元),-3333,-24807,3122,1357,-3031,-1608,-15469,-13474,-59130,-4863,-27950,-22056,-22555,-24142,-15495,2336,1443,2038,3093,4676,
投资收益(万元),62,-2311,947,72,1041,--,-5400,--,0,--,--,--,--,-3,0,0,0,0,0,0,
营业外收支净额(万元),-566,-3406,-9,117,-360,1828,16189,73823,-16893,5603,-5904,4380,32059,-464,-1134,-99,-33,0,0,0,
利润总额(万元),-3900,-28214,3113,1474,-3392,220,720,60349,-76023,740,-33854,-17676,9504,-24610,-16630,2238,2091,2431,3660,4619,
净利润(万元),-3360,-27226,855,674,-3580,220,720,60349,-76023,740,-33840,-17709,9459,-25038,-16626,1790,1628,2103,3096,3181,
净利润(扣除非经常性损益后)(万元),-3213,-22807,898,554,-4243,-1679,-15749,-8248,-8021,-4907,-27936,-22090,-22600,-24571,-15492,1880,1077,0,0,0,
经营活动产生的现金流量净额(万元),289,475,13077,-18391,-989,-2418,-22191,-9868,1124,136,607,16831,10946,5501,21052,15146,-8492,3207,0,0,
现金及现金等价物净增加额(万元),432,-7645,5566,-22870,22505,-2877,-15990,21366,-247,-222,-989,-655,-874,-4732,3224,-2911,898,-8947,0,0,
总资产(万元),15059,25215,454759,47163,40320,42987,47848,50007,60774,137917,139542,161665,177808,204719,217119,228798,222456,181434,136320,55418,
流动资产(万元),14945,15199,427153,35525,31198,20507,25702,31493,12322,27902,23098,34298,36708,49608,63803,72200,64480,31103,45206,28221,
总负债(万元),17634,23874,414361,16696,11006,10937,16019,18897,143548,144669,147033,135185,134001,170121,158195,152860,147650,130183,95171,38076,
流动负债(万元),13900,12213,409375,15109,7860,9642,14785,17899,142991,144285,147033,127959,134001,106829,90083,79410,68486,49115,33139,25893,
股东权益不含少数股东权益(万元),-2500,1263,29875,29144,28475,32050,31829,31110,-82774,-6751,-7491,26349,43674,34469,58905,75915,74807,51251,41149,17342,
净资产收益率加权(%),0,-167.42,2.9,2.34,-11.83,0.69,2.29,-122.66,0,0,0,-50.86,24.25,-53.98,-24.7,2.38,2.74,4.6,9.2,17.65,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
