报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.54,0.39,0.36,0.11,-1.08,0.09,-0.84,0.04,0.65,0.77,1.78,2.4,0.6,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.05,5.58,9.83,7.58,4.59,4.05,2.56,2.36,2.28,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.75,2.15,4.63,5.15,0.8,1.51,1.16,1.6,1.79,
主营业务收入(万元),1135805,1125857,916291,739144,712864,867626,1084363,1727999,1441793,1045381,949475,839520,510944,391165,314623,248723,202725,
主营业务利润(万元),555633,507749,435531,319462,216497,305708,338546,452677,546212,456600,465896,523667,224842,211553,170536,134466,119615,
营业利润(万元),223159,199390,202068,-1157,-170482,-20725,-16790,154439,325840,281799,269503,362484,86322,74654,71704,58927,34411,
投资收益(万元),16124,15485,9401,11048,7276,8615,5758,--,2805,230,--,--,--,0,0,0,0,
营业外收支净额(万元),-927,-1823,-599,73971,1704,128877,36,-1079,1983,1,-1381,-895,1448,-706,0,0,0,
利润总额(万元),222233,197567,201469,72814,-168778,108152,-16754,153359,327824,281800,268122,361589,87770,73948,71188,58918,34504,
净利润(万元),89746,65971,59917,18571,-180102,14899,-140060,6263,108883,128700,149074,200993,49926,48109,44875,38653,22590,
净利润(扣除非经常性损益后)(万元),88456,65628,6817,-54904,-180994,-122881,-140985,4933,103230,126149,148618,200069,46857,48156,45022,38660,22529,
经营活动产生的现金流量净额(万元),269456,352843,298243,265937,-158673,38966,110843,86688,292477,359226,387543,430644,66804,126752,64553,89084,99950,
现金及现金等价物净增加额(万元),123304,-150057,152503,120945,34752,239056,-74098,-225335,-13060,82192,167522,20920,-36403,194949,24483,15320,91043,
总资产(万元),2748918,2536718,2694434,2627302,2644129,2465525,2019591,2152087,1889510,1696706,1518407,1287938,822332,710944,476221,372109,246816,
流动资产(万元),1018598,865416,1065935,1107491,1023115,930716,633476,900785,993966,750112,634525,494248,449007,420187,226597,198392,163856,
总负债(万元),1621238,1547657,1552079,1621378,1676598,1240276,930128,744445,492040,440378,449660,449739,391048,350858,314699,222053,119866,
流动负债(万元),1368794,1083694,944279,844840,732924,690681,795345,618230,423395,359784,358607,297774,243596,199121,172799,124947,112166,
股东权益不含少数股东权益(万元),640438,551070,558549,499121,486985,728400,732260,928051,1012181,934318,822629,634374,384478,338512,142609,131143,126949,
净资产收益率加权(%),15.06,12.55,11.33,3.74,-28.21,2.01,-10.65,0.67,11.2,14.59,20.2,37.26,13.78,20.34,32.79,29.95,19.53,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
