报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.79,0.69,0.56,0.38,0.23,0.25,0.68,0.54,0.36,0.44,1.29,0.82,0.83,0.37,
每股净资产(元),--,--,--,--,--,2.75,5.3,4.92,6.76,6.4,12.22,--,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.3,1.02,0.21,-0.3,-0.15,0.65,0.26,0.81,0.26,
主营业务收入(万元),247562,216623,157982,146460,46982,50245,56101,55301,44471,33425,27671,25089,19686,14020,
主营业务利润(万元),144558,117779,81703,74221,15489,14590,18017,15426,8188,7765,7819,5143,4315,2353,
营业利润(万元),31128,31124,24789,20372,7638,8277,11666,9364,4262,5111,5554,3520,2783,1364,
投资收益(万元),18,88,379,712,--,--,--,--,--,0,0,12,0,--,
营业外收支净额(万元),14,-85,9,643,585,404,3064,213,94,97,-29,-55,0,31,
利润总额(万元),31142,31040,24797,21015,8223,8682,14730,9577,4356,5208,5525,3465,2771,1395,
净利润(万元),30504,27175,22101,14073,6830,7358,10215,8076,3612,4419,4831,3034,2787,1248,
净利润(扣除非经常性损益后)(万元),29817,26683,21552,12897,6305,7014,9887,7895,3532,4341,4858,3071,2798,1229,
经营活动产生的现金流量净额(万元),37854,18117,30764,14633,4809,9047,15336,3219,-3050,-1517,3240,987,814,262,
现金及现金等价物净增加额(万元),26362,-26055,19348,27909,-5913,758,-616,-4638,-13022,-10610,46436,938,-188,457,
总资产(万元),402028,323599,320531,310223,104140,98758,99870,89438,78729,69679,68827,17707,14487,11025,
流动资产(万元),194122,134945,134953,143465,59591,63677,64592,63386,57477,56966,60838,11995,9150,6137,
总负债(万元),137992,93549,85441,42628,12640,16157,20377,15660,11149,5675,7742,4668,7420,6745,
流动负债(万元),113969,60552,66034,37965,11966,15531,19530,15055,11149,5675,7742,4668,7420,6745,
股东权益不含少数股东权益(万元),263627,226529,228693,255432,89183,82354,79493,73778,67580,64004,61085,13039,7067,4280,
净资产收益率加权(%),12.62,11.58,8.29,7.04,7.96,9.13,13.46,11.48,5.49,7.09,31.26,26.9,49.11,34.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
