报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.32,-0.41,0.05,-0.48,0.05,-0.72,0.04,-0.29,0.08,0.43,0.16,0.07,-0.08,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.46,3.69,3.25,3.09,3.02,3.1,3.04,3.73,2.46,2.14,1.83,1.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.96,1.22,2.34,0.7,-0.68,0.77,0.16,-1.52,-1.96,--,--,--,
主营业务收入(万元),118371,76747,48518,65514,130403,125586,187481,197444,181678,158936,151270,110998,75256,89367,77486,74621,44900,55551,32079,39816,
主营业务利润(万元),11406,7589,4187,14124,38876,43316,63807,49218,61737,64087,44723,28699,14169,19937,9769,14702,11061,12058,8750,8208,
营业利润(万元),-21657,-27027,-2854,-34723,8798,-24372,13658,-2281,18060,27832,14424,5298,-4100,1789,-11270,2488,2509,3142,2387,2219,
投资收益(万元),-814,726,34337,4021,15939,-670,477,-265,-5106,1158,-517,529,240,-228,-305,-198,59,--,19,19,
营业外收支净额(万元),478,227,-204,1276,596,1822,1638,201,-833,483,-572,1504,2452,-520,-332,-107,-264,-87,-294,70,
利润总额(万元),-21179,-26800,-3058,-33448,9395,-22550,15295,-2080,17227,28316,13852,6801,-1648,1334,-11829,3129,3210,4264,3034,3696,
净利润(万元),-16995,-21758,2561,-25404,2235,-32406,1734,-12910,1566,8069,3002,1391,-1457,1301,-12064,3025,3210,3412,2332,2313,
净利润(扣除非经常性损益后)(万元),-18843,-22780,-32994,-30610,-14514,-34359,-402,-13693,1339,7738,3527,29,-3918,1247,-11992,2357,2502,3189,2642,2065,
经营活动产生的现金流量净额(万元),-275,-8279,-26171,-28784,30742,47217,20568,49164,-19542,22738,43491,13027,-12959,14396,2934,-28202,-21484,19032,--,--,
现金及现金等价物净增加额(万元),-15739,-13639,14987,-52864,-30937,5937,-30531,55940,11274,40856,10797,23179,-10515,12604,-11594,11604,-1969,3635,--,--,
总资产(万元),196467,212531,276701,303133,352736,368623,410468,454348,402551,334330,252465,222588,179897,169660,130231,143280,88083,62455,62500,58064,
流动资产(万元),108463,137522,199061,192725,230847,261080,292512,331358,293699,239502,177289,159102,121183,114348,97597,113096,65736,42431,46520,43598,
总负债(万元),141636,127391,146400,163522,181698,241505,246530,295326,239282,225602,166996,151328,116689,107002,69292,70554,60764,38670,42162,38856,
流动负债(万元),128068,115012,141365,126613,150165,240368,245302,280123,207450,223772,165820,149694,115173,104022,68425,70128,57986,34561,40508,39253,
股东权益不含少数股东权益(万元),53068,69879,91636,89573,114808,67476,99881,98343,111173,68609,60504,57519,56136,57605,56510,69273,27319,23785,20338,18778,
净资产收益率加权(%),-27.65,-26.94,2.82,-24.88,3.33,-39,1.75,-12.33,1.46,12.5,4.96,2.45,-2.56,2.28,-19,4.58,12.53,15.48,11.95,12.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
