报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.35,0.46,0.6,0.34,0.48,0.46,0.4,0.77,0.75,0.91,0.2,0.11,0.14,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.37,3.82,2.77,2.52,3.19,3.52,3.22,3.01,3.73,1.75,1.47,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.28,0.95,1.5,-0.4,0.83,0.6,-0.78,0.24,-0.48,0.7,0,0,
主营业务收入(万元),4726556,3882799,3545710,1147743,915012,840943,681223,649019,531293,383348,204340,184388,164395,156541,130350,97791,80700,47043,37440,30410,
主营业务利润(万元),537134,390910,337300,91000,71856,86628,83989,88847,79194,51776,23355,23658,20614,18773,15740,10876,6875,4745,4416,3163,
营业利润(万元),127057,116162,113872,45591,34616,37948,32695,35419,36183,23888,3547,4570,4373,4885,4541,4873,4011,2599,2451,1543,
投资收益(万元),4676,5085,3772,372,235,-11,880,-305,-75,127,-126,103,-60,150,48,-326,21,28,0,0,
营业外收支净额(万元),155,677,691,1406,-97,320,1252,2169,-210,4418,2066,-408,404,-11,-119,-55,-862,-58,-69,0,
利润总额(万元),127211,116838,114562,46997,34518,38268,33947,37587,35973,28306,5613,4162,4777,5024,4559,4492,3171,2570,2383,1446,
净利润(万元),59616,79994,78134,30564,25588,23063,20286,25777,25260,20311,4358,2476,2397,3311,3083,3017,2499,1762,1540,827,
净利润(扣除非经常性损益后)(万元),57235,77172,64025,29004,25359,22575,19347,23621,25418,17001,2813,2559,--,3205,3202,3054,2378,1818,0,0,
经营活动产生的现金流量净额(万元),-669806,-206032,-923123,33189,62044,-94321,-22238,-9151,-42876,21256,33394,-8876,14193,9400,-12181,3729,-5757,4343,0,0,
现金及现金等价物净增加额(万元),12628,31311,69423,56565,17504,5916,9063,-247,35290,29266,5490,-2337,978,2081,-5201,539,21173,354,0,0,
总资产(万元),9043550,7554600,6350747,1730055,1357404,1233987,941643,816268,604046,409865,262553,282940,249475,220593,184185,169500,108142,30236,26096,28248,
流动资产(万元),6625122,5795230,5058586,1390757,1133270,964824,711392,632254,463399,275401,165687,186629,157103,135210,96592,83374,74613,0,0,0,
总负债(万元),7610535,6368646,5466908,1305520,1069281,1031351,744538,641319,441124,309160,198374,224537,189562,160578,127376,115993,61134,19389,17010,19773,
流动负债(万元),5759607,5193586,4351900,1097225,889327,809856,665354,585788,398236,262060,172934,207937,158262,147028,107476,108836,60684,0,0,0,
股东权益不含少数股东权益(万元),851223,905556,775323,367711,261491,176272,155159,135464,112740,85234,61837,56128,54810,54899,50237,46906,44814,10848,9086,8475,
净资产收益率加权(%),6.53,10.36,12.45,11.14,11.69,13.92,13.98,20.15,25.47,27.62,7.46,4.47,4.4,6.31,6.35,6.59,7.56,17.68,16.66,19.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
