报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.31,0.17,0.02,0.13,0.19,1,0.24,0.15,0.21,0.3,0.31,0.33,0.24,0.98,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.01,1.99,2.64,3.56,6.84,2.83,1.91,1.25,1.59,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.09,0.19,0.52,0.19,0.25,0.83,0.7,0.31,0.41,
主营业务收入(万元),409478,397808,352502,257968,186335,162142,162919,133247,66701,64803,52095,40489,36821,29241,23763,16955,11178,6230,
主营业务利润(万元),157290,137599,110452,73068,55687,48121,46296,35050,23434,21570,19535,15147,10367,9250,7997,5937,4097,2432,
营业利润(万元),50078,26339,1087,18084,7467,64399,15019,9522,7157,8812,7847,5835,2599,4501,3700,2661,1453,693,
投资收益(万元),317,-1842,-20573,7295,3244,56303,188,178,56,392,98,16,210,--,0,0,0,0,
营业外收支净额(万元),-631,-256,958,-47,3459,2520,1354,848,2917,542,--,285,330,708,0,0,0,0,
利润总额(万元),49447,26083,2045,18038,10926,66919,16373,10370,10074,9355,8171,6120,2929,5209,4024,2808,1681,726,
净利润(万元),39575,20959,2051,16796,10728,56987,13667,8309,9202,8316,7633,5345,2643,4859,3715,2544,1537,728,
净利润(扣除非经常性损益后)(万元),34672,18114,9421,11256,8478,8796,12947,7645,6791,7856,7347,5069,2165,3715,3125,2179,1180,583,
经营活动产生的现金流量净额(万元),76768,62822,56571,14960,4753,5074,2634,11552,3328,2677,4600,8506,2113,1334,3358,2817,1271,677,
现金及现金等价物净增加额(万元),8556,7952,10467,-16690,31682,8836,-4651,-10325,-13539,26967,-3688,5943,-6318,6866,5060,793,-246,1076,
总资产(万元),689078,644106,642736,623026,536039,367288,265859,187810,182307,123161,74440,65075,55267,52111,25526,13731,8924,6635,
流动资产(万元),309981,276307,273013,201754,185117,119548,97875,85478,94724,74232,36239,31321,23107,29329,16285,8848,5582,4594,
总负债(万元),334315,333124,362439,344442,271194,196673,145983,82877,82654,34103,25387,20255,14764,14619,13862,5897,3814,3901,
流动负债(万元),224080,239740,314525,232134,139247,128156,139177,79252,56522,31960,24171,18836,13765,13490,5882,5134,3814,3901,
股东权益不含少数股东权益(万元),327322,286864,258335,274857,262022,169190,118164,103160,98268,87431,48600,43026,38749,37193,11429,7713,5044,2648,
净资产收益率加权(%),12.83,7.7,0.75,6.26,5.71,34.69,12.31,8.32,9.75,12.26,16.74,13.07,6.98,17.47,0,39.56,39.97,31.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
