报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.32,0.27,0.31,0.26,0.27,0.34,0.36,0.36,0.5,0.28,0.06,-1.04,-1.43,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.24,1.71,1.43,0.06,1.1,2.55,3.11,3.09,3.3,3.18,3.14,1.79,1.49,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.12,0.25,0.24,-0.88,-0.11,0.73,0.13,-0.13,0.36,0.8,0.44,1.07,--,--,
主营业务收入(万元),835219,764343,702311,695868,680947,660666,599858,429972,366366,87303,119872,180710,124598,440872,339487,313873,415051,437298,332847,282688,294018,314688,
主营业务利润(万元),253962,223479,222902,227103,223299,213670,191053,135198,111004,29918,22793,5478,1251,16158,27650,34412,54907,67868,52278,46932,40493,52887,
营业利润(万元),60722,47418,60353,49833,62739,67834,70852,53918,47124,18700,3759,-46132,-63563,-42125,-5190,-3542,8643,13035,8702,13097,13835,13659,
投资收益(万元),19818,12316,1362,689,13717,1163,7001,892,867,17,-1111,-16304,-31790,-107,-160,49,105,191,102,102,9,--,
营业外收支净额(万元),2389,9146,3367,8465,5354,4385,6171,2487,3894,252,669,3653,--,-397,-455,-258,-504,-1100,-278,-1077,-770,-521,
利润总额(万元),63111,56564,63720,58297,68093,72220,77023,56405,51017,18952,4427,-42479,-58006,-39341,-2296,-3340,8643,12133,8526,12122,13073,13138,
净利润(万元),55602,47933,54244,46041,47701,60060,62742,46983,41087,13466,2549,-42487,-58760,-22563,1674,-4801,5072,8484,8694,9039,8513,5933,
净利润(扣除非经常性损益后)(万元),22892,17359,37260,32492,26410,46080,42607,41341,29408,13408,26,-46140,-64317,-25742,-2305,-5716,3534,8946,8656,0,--,--,
经营活动产生的现金流量净额(万元),73564,3490,-10114,-10457,51976,9115,30505,-11157,10180,11913,11633,-35987,-4521,29788,5254,-5164,14672,32720,17936,32112,--,--,
现金及现金等价物净增加额(万元),86727,-172874,217111,-4027,47014,2371,23478,1354,-6268,9482,-7281,-30823,-2546,13451,-21127,-5724,-10097,-787,79361,2285,--,--,
总资产(万元),2269670,2165117,2119034,1753175,1623109,1448754,1323731,864099,706685,120364,95406,224923,248987,570526,581493,363367,388558,386729,328880,207189,211365,--,
流动资产(万元),1698784,1586769,1581054,1244628,1144539,1011749,913257,625204,470545,83084,58629,139380,136535,268295,295975,239044,272343,--,0,108702,131607,--,
总负债(万元),1447442,1373770,1375121,1126038,1030777,909031,812161,378807,334357,34392,25389,222317,203893,351557,335321,187232,220714,225670,169836,121088,135213,--,
流动负债(万元),1136122,1095161,961549,906529,810942,804767,690584,330711,262662,33112,22597,222317,203893,351557,335321,187232,220714,--,0,101488,102113,--,
股东权益不含少数股东权益(万元),784042,756165,710040,600471,565243,515778,489129,465783,348298,82940,69473,2606,45094,104508,127342,126544,135445,130393,128862,53776,44737,--,
净资产收益率加权(%),7.11,6.62,8.57,7.86,8.8,11.55,10.38,12.16,12.65,17.67,2.83,-178,-79,-19.46,1.31,-3.73,3.63,6.37,9.19,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
