报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.44,0.55,0.54,0.39,0.37,0.4,0.3,0.59,1.06,0.83,0.66,0.88,0.87,0.41,0.98,
每股净资产(元),--,--,--,--,--,--,--,4.28,7.68,4.17,4.84,5.73,1.99,1.1,2.31,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.1,0.7,0.64,0.69,0.63,0.42,2,
主营业务收入(万元),299984,232579,214579,168019,118156,97722,62638,59249,43308,33182,18795,18456,16863,8961,4598,
主营业务利润(万元),81511,63259,64537,51180,33218,31733,22613,27383,21114,15513,9416,9509,8910,4134,2348,
营业利润(万元),56606,54395,41574,28231,16818,17466,13086,16957,14144,10707,6402,6215,5525,2504,1417,
投资收益(万元),22242,26697,7009,3810,1849,-21,--,--,--,--,--,--,0,9,--,
营业外收支净额(万元),-772,-710,86,1542,730,823,716,892,679,66,274,54,0,138,146,
利润总额(万元),55833,53685,41661,29773,17548,18289,13802,17850,14823,10773,6676,6269,5535,2643,1563,
净利润(万元),49113,46842,35602,25367,14917,15302,11442,14794,12211,9376,5757,4762,4335,2033,1172,
净利润(扣除非经常性损益后)(万元),35131,30069,32836,22417,13934,14600,10865,14052,12212,9300,5526,4721,4319,1897,1039,
经营活动产生的现金流量净额(万元),57708,44872,35887,33063,21235,14968,9320,17674,13794,7850,5527,4572,3151,2082,2396,
现金及现金等价物净增加额(万元),-20271,12645,65656,5556,30432,-19033,-12244,-12324,32936,-6610,1179,21208,-1492,3370,-70,
总资产(万元),639137,567528,515449,340420,308592,179813,124704,118669,105837,55118,46343,42154,20726,13568,6286,
流动资产(万元),275069,269744,263107,166179,165610,63784,63145,65152,72953,33078,32388,29064,7864,8178,2564,
总负债(万元),157754,167253,160599,47202,37189,36938,10505,11789,8445,7213,4031,3923,10774,8054,3514,
流动负债(万元),79999,58735,60370,42478,31921,22372,8590,10532,7032,6143,3341,3668,10762,8007,2870,
股东权益不含少数股东权益(万元),459837,388002,347969,289753,268437,140076,112200,105072,95895,47028,41987,38231,9953,5514,2774,
净资产收益率加权(%),12.03,12.75,11.68,9.1,7.72,11.9,10.59,14.88,21.35,21.24,14.41,26.15,55.98,50.5,54.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
