报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.05,-1.31,-0.11,0.03,-0.25,0.02,-0.55,0.04,0.13,0.19,0.47,0.3,0.88,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.5,2.4,4.04,3.57,3.38,4.48,3.71,3.5,4.12,4.81,2.59,2.1,1.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.1,0.1,0.38,1.43,0.83,0.2,1.72,0.87,0.52,0.85,0.92,1.23,0,
主营业务收入(万元),551907,1175063,1152200,1391554,971160,967285,1066832,1104224,1318590,1082625,640468,647102,511388,285452,242377,187589,70167,57853,52381,45484,21531,
主营业务利润(万元),84356,7644,91544,151067,45130,79789,55099,107682,115647,99174,83452,72369,100739,42036,25410,25602,13717,12268,9926,7718,8570,
营业利润(万元),25376,-354986,-53147,15217,-129300,-55823,-111756,-28865,348,22151,36718,25791,79648,26010,8876,12309,10394,7214,6348,4208,2870,
投资收益(万元),-1036,-2026,-1879,-551,836,3723,-690,2345,3266,-10297,-6687,-9104,749,213,-253,22,-0,0,0,0,0,
营业外收支净额(万元),-821,-6033,4377,8189,1673,36214,8049,22604,23880,12188,7224,1968,-66,-5,-297,-55,-65,-126,0,0,0,
利润总额(万元),24555,-361019,-48770,23406,-127628,-19609,-103707,-6261,24229,34339,43942,27759,79582,26217,8325,12275,10328,7088,6269,4174,2830,
净利润(万元),10436,-254410,-18933,5800,-43567,4267,-84864,5817,20125,22146,31040,19458,54829,17750,5474,8075,7434,5547,4190,3051,1896,
净利润(扣除非经常性损益后)(万元),-58094,-252788,-31002,-2129,-46012,-25031,-91247,-11261,4646,13015,25612,17972,53467,17756,5843,8097,7478,4749,0,0,0,
经营活动产生的现金流量净额(万元),73877,85674,50620,76915,86778,144145,57804,59576,15509,11272,25172,94288,54813,4658,39363,19868,9132,11489,7886,10448,0,
现金及现金等价物净增加额(万元),28294,-4819,-78916,12244,27986,-73543,-127741,55549,113811,104510,43449,24416,31703,-9848,17664,1775,-9062,18835,544,116,0,
总资产(万元),2237353,2290418,2556778,2635831,2502462,2516812,2662400,2565798,2287439,1373253,1069184,814325,543853,351250,376617,362389,218007,114604,60708,57528,59463,
流动资产(万元),500816,511091,529049,656908,541185,545491,753200,875227,901152,579126,393303,234837,209917,109423,80929,64830,41150,--,0,0,0,
总负债(万元),1990284,2046993,2021215,2049556,1932221,1900144,2041582,1870728,1602806,1061487,798347,573500,314101,239124,270941,270133,145568,49599,38631,39641,45786,
流动负债(万元),1483470,1587309,1110946,1572610,1382014,1205939,1381245,1107625,981492,744316,594800,572000,295201,207604,250197,204270,128568,--,0,0,0,
股东权益不含少数股东权益(万元),340553,330084,460902,482315,476298,547721,541527,536597,530956,283960,265340,234687,221834,102470,84720,79957,72439,65005,22077,17887,13677,
净资产收益率加权(%),3.11,-56.92,-4,1.21,-8.28,0.78,-17.07,1.09,3.91,8.1,12.46,8.57,31.75,18.97,6.65,10.81,10.71,12.38,20.97,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
