报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.3,0.69,0.93,0.78,0.64,0.68,0.59,0.6,1.16,0.8,0.58,0.42,0.4,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.75,3.89,3.25,2.82,2.81,2.56,2.31,2.21,2.11,2.05,2.13,2.06,2.02,2.8,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.97,1.33,0.29,1.13,0.33,0.18,0.62,0.32,0.9,0.18,0.58,0.46,-0.42,0,--,--,--,
主营业务收入(万元),411772,443424,406973,397387,423419,403544,363975,310899,284231,266116,210298,182484,172145,148469,161796,139481,111225,146384,152496,143708,84253,58290,73805,50076,37746,
主营业务利润(万元),110374,127368,111515,114389,108446,95414,87241,81909,91287,97593,82599,75889,55877,51859,44273,36672,26747,30819,30553,21349,20208,10409,12570,8565,7051,
营业利润(万元),32887,51255,49100,41428,32412,32247,29231,28340,53245,38273,29947,22337,21755,16319,11433,7530,3435,5809,10114,8913,9556,5729,6343,3068,3118,
投资收益(万元),13912,21723,29021,17073,3636,11246,3945,4143,19244,5141,1976,936,1922,1212,-2369,-642,-273,-3218,-1648,8,1546,826,584,643,1035,
营业外收支净额(万元),1522,849,361,1326,1198,981,523,677,1348,1903,1239,-316,--,-1182,-457,282,-271,0,47,76,54,0,0,0,0,
利润总额(万元),34410,52104,49461,42754,33610,33228,29754,29017,54593,40176,31185,22021,21207,16585,8852,7405,3142,2728,8697,9137,11187,7363,7542,3708,4089,
净利润(万元),25552,41563,39987,33442,27567,29038,23576,23456,45090,31015,22797,16178,15704,13055,6331,6201,2296,2031,8914,9040,8730,6381,6828,3349,3783,
净利润(扣除非经常性损益后)(万元),22679,40863,29788,25774,26991,23434,23205,22894,30797,29572,21902,16332,16184,10936,5728,4784,2167,1894,8683,8823,8645,--,--,--,--,
经营活动产生的现金流量净额(万元),2712,18638,20250,63340,53014,28762,25320,-3470,37952,52033,11325,43921,12912,7199,23996,12390,35206,6966,22708,18012,-16536,71,--,--,--,
现金及现金等价物净增加额(万元),-17128,34531,-57014,36237,30859,-56580,41080,-20732,-16371,43789,25327,10686,-15421,17620,2382,-1611,3458,-9624,-6940,3777,-26412,38207,--,--,--,
总资产(万元),569044,684278,628293,603068,439036,427949,371401,300922,275619,290466,253983,192596,180497,186416,160478,153206,131076,130742,150946,142237,103657,96116,47976,38077,37564,
流动资产(万元),227024,372171,346746,331020,188869,205912,206253,161402,138627,167392,138903,83290,73734,82691,63476,64199,59198,0,0,0,0,75481,32295,26740,26782,
总负债(万元),105125,235764,232934,233652,103462,111102,87721,82726,69203,117144,112136,70238,60578,78067,61964,58942,46933,48731,63245,59309,24742,23263,29604,26536,27158,
流动负债(万元),96025,230081,108202,109377,99016,106436,78195,71070,60376,113339,108567,69565,60518,77764,60213,55853,45641,0,0,0,0,19127,24597,23194,25059,
股东权益不含少数股东权益(万元),412263,399531,368039,335757,303719,285073,258402,193538,185250,151883,126835,110087,109683,99865,90205,86269,82277,80057,82884,80268,78869,72853,18372,11542,10405,
净资产收益率加权(%),6.29,10.85,11.11,10.32,9.08,10.42,10.9,11.41,25.01,22.25,18.72,14.33,14.87,13.74,7.18,7.36,2.83,2.5,10.21,10.84,0,25.21,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
