报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.43,0.4,0.38,0.3,0.31,0.34,0.37,0.34,0.45,0.4,0.23,
每股净资产(元),--,--,3.79,3.41,3.11,3.4,3.06,2.69,3.12,2.98,3.29,
每股经营活动产生的现金流量净额(元),--,--,0.37,0.33,0.26,0.28,0.51,0.19,0.61,0.58,0.37,
主营业务收入(万元),118096,94461,72621,50180,49487,54257,51994,49407,44464,31319,26653,
主营业务利润(万元),20406,18491,16155,14436,14063,15564,15479,14167,10750,7962,6612,
营业利润(万元),10265,9185,7922,5994,5954,6852,7950,7183,5956,4956,2674,
投资收益(万元),3610,1185,511,335,499,403,135,--,--,--,559,
营业外收支净额(万元),-56,443,-7,244,240,277,70,155,313,419,274,
利润总额(万元),10209,9628,7916,6238,6194,7129,8021,7337,6269,5375,2948,
净利润(万元),9221,7565,6049,4768,4817,5362,5870,5418,4569,3981,2286,
净利润(扣除非经常性损益后)(万元),4247,5924,5513,4312,4237,4822,5691,5283,4114,2665,1600,
经营活动产生的现金流量净额(万元),11073,9277,5792,5161,4138,4399,8024,3057,6451,5847,3668,
现金及现金等价物净增加额(万元),-656,-2281,7083,3311,-3420,-1962,-4755,-311,5251,11863,-6044,
总资产(万元),242417,117579,83714,75650,67232,73554,73935,69693,71241,61371,55762,
流动资产(万元),95944,97330,60709,51599,42039,46950,39393,34215,40949,34832,31696,
总负债(万元),117944,24948,22458,20540,16958,18646,24425,26097,37349,30529,22904,
流动负债(万元),57581,24688,22183,20251,16670,18490,24289,22987,34549,24729,22904,
股东权益不含少数股东权益(万元),119502,91220,59866,53817,49049,53699,48337,42467,32867,29842,32858,
净资产收益率加权(%),8.52,9.76,10.64,9.27,9.1,10.51,12.93,13.63,14.93,12.24,7.21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
