报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.25,0.23,0.19,0.18,0.17,0.16,0.2,0.21,0.19,0.18,0.15,-0.14,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.8,2.63,2.45,2.26,1.03,1.17,1.06,1.04,1.1,1.68,1.67,1.66,2.54,2.95,3.1,3.63,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.04,0.59,0.09,-0.04,-0.03,0.36,0.14,-0.15,-0.35,0.02,0.07,-0.08,-0.38,0.48,--,--,--,--,
主营业务收入(万元),309249,274641,255346,250391,259843,257588,261213,222139,194067,151436,160969,35933,28507,34404,39260,35937,46169,34752,20333,51153,98821,119847,141217,138153,131,149,
主营业务利润(万元),78904,74023,69852,62130,59547,55037,58192,55705,51434,45063,50047,2482,2173,1192,-867,-1552,5083,4822,-3947,-1370,16627,16451,2668,118451,--,--,
营业利润(万元),31120,29668,25511,14529,19187,20448,21717,21909,19843,18479,16486,-4129,9,1621,-3325,-19511,272,366,-19179,-15039,4297,5445,4325,3109,--,--,
投资收益(万元),--,86,245,267,584,1997,-130,-18,46,-4,384,688,462,-77,475,273,358,20,-3025,-906,-751,-929,0,0,--,--,
营业外收支净额(万元),-63,248,229,10086,3987,1521,3306,2122,2679,2429,1409,432,--,-21,-118,-4929,0,-70,302,-264,125,--,0,--,--,--,
利润总额(万元),31057,29916,25740,24615,23174,21969,25023,24031,22522,20909,17895,-3696,440,1522,-2968,-24166,630,316,-21902,-16208,3670,11913,14127,8103,--,--,
净利润(万元),28128,25932,21764,20884,19625,18497,20333,19671,18122,16906,13923,-5375,342,1920,-1863,-22044,599,222,-21902,-16223,2982,11898,14112,5638,10,10,
净利润(扣除非经常性损益后)(万元),22256,24026,19761,12425,16351,17347,17588,17973,15941,14912,4886,-5737,-75,59,-1747,-21950,425,102,-21965,-14729,4236,--,--,--,--,--,
经营活动产生的现金流量净额(万元),116440,-34601,99744,18678,63460,13814,13319,19900,3469,55288,8613,-1649,-1108,14144,5630,-5902,-14042,611,2608,-3109,-15228,17857,--,--,--,--,
现金及现金等价物净增加额(万元),75700,-72959,57289,-7640,38450,-62152,102721,-9618,8625,24761,10619,-243,400,-1142,-1726,-5855,-10441,17097,-5026,-6878,-12275,5254,--,--,--,--,
总资产(万元),789539,725798,717618,684711,694847,651408,646800,473579,465313,384818,374482,56157,62527,60706,78450,89360,112290,110996,135043,195054,202089,203154,210856,108028,--,--,
流动资产(万元),471675,433051,431146,418724,431585,401205,427866,275857,286284,232427,224161,17798,19647,19751,36000,50435,69350,--,82092,0,0,116836,126941,71781,--,--,
总负债(万元),194787,159094,173219,162673,192647,183651,195384,200452,211876,151526,158824,14375,15579,18213,37550,46199,44987,44204,68853,91248,81851,85437,104762,75467,--,--,
流动负债(万元),151919,144567,129622,157638,160137,123559,112381,127075,140673,102270,85490,14375,15579,18213,37550,46199,44987,--,68853,0,0,81479,100007,70137,--,--,
股东权益不含少数股东权益(万元),563197,535704,513135,493502,474488,456593,440253,267393,247729,230815,213279,41105,46480,42079,41400,43760,66910,66413,66190,101018,117452,114928,103410,29774,12,11,
净资产收益率加权(%),5.12,4.93,4.33,4.32,4.22,4.13,6.22,7.63,7.56,7.61,5.92,-12.27,0.74,4.6,-4.37,-40.25,0.9,0.34,-28.39,-14.87,2.88,10.35,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
