报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.32,0.26,0.25,0.13,-1.47,0.04,0.05,0.19,0.37,0.3,0.26,0.06,0.03,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.88,2.53,2.23,1.94,1.88,1.99,2.38,4.45,4.99,4.68,7.74,4.03,3.89,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.72,0.33,0.61,0.46,1.13,0.07,0.4,0.86,0.45,0.6,0.52,0.86,0.39,--,--,--,
主营业务收入(万元),1947196,1770393,627591,560337,645728,715320,733986,773037,740129,596719,501101,480187,417815,439817,326131,219825,154736,119942,85317,70518,48290,34564,22901,10220,
主营业务利润(万元),261099,276485,63113,73044,-4484,58882,54247,66938,65423,17836,22907,-7277,-30378,-3777,32135,38861,28488,24420,18704,19630,9862,7555,5877,3207,
营业利润(万元),65996,61423,15492,-5781,-154765,-5710,-14397,-9676,-14423,-55771,-53982,-80278,-78002,-68015,3558,14783,13965,13207,10137,9931,4725,4183,3458,1898,
投资收益(万元),3560,-866,224,583,583,572,366,366,366,487,639,454,14125,-774,-869,1135,691,147,130,0,0,0,0,0,
营业外收支净额(万元),637,358,10417,19369,7359,11682,19812,36180,64246,92416,86378,89921,81943,-22865,-249,-298,-159,151,160,139,9,0,0,0,
利润总额(万元),66633,61780,25909,13589,-147406,5973,5414,26504,49824,36644,32395,9643,3941,-35154,22603,16086,14497,16505,12011,10121,4781,4290,3450,1903,
净利润(万元),59282,48304,23731,12708,-141804,3523,5072,18299,35507,29372,25192,5427,2576,-38484,13906,10114,9880,11017,10998,8602,4064,3647,2933,1617,
净利润(扣除非经常性损益后)(万元),40517,33592,788,6655,-85747,791,2073,15123,35268,20119,24037,5858,-7470,-18370,13972,9933,9962,8885,9515,8413,4008,--,--,--,
经营活动产生的现金流量净额(万元),364971,-92331,74768,78468,-11417,20678,73771,26870,69389,31330,58945,43873,108532,7171,38516,33825,14438,19014,9171,12684,-14421,--,--,--,
现金及现金等价物净增加额(万元),-6918,-44960,-5465,8495,22464,2919,-9781,-5225,-9946,-17914,13130,-14650,37445,-29579,5765,-2411,22526,5519,14438,-8315,18342,--,--,--,
总资产(万元),1715686,2028758,595589,543501,564821,686420,655139,687030,647736,692291,676665,720407,764660,768846,739250,589997,471709,304011,244780,135192,108030,49058,30761,19065,
流动资产(万元),672788,940654,189863,167155,181604,218712,166450,201814,171474,197899,166979,188116,228879,202964,225520,167006,153625,--,0,0,0,24477,14030,8988,
总负债(万元),695395,1064174,399455,372919,407447,376043,345789,374347,348095,426348,439709,514174,573452,566736,495746,411191,310522,153410,106724,75984,50836,34029,20862,12279,
流动负债(万元),654125,980488,325332,278447,296648,300588,262693,280081,286374,382460,380484,452480,468014,448974,436605,322237,246806,--,0,0,0,22803,14278,10290,
股东权益不含少数股东权益(万元),982744,922609,180379,156090,143559,288890,287224,289739,277336,244010,215115,187366,181599,191696,229745,174527,158993,149008,137006,59208,57194,15028,9899,6786,
净资产收益率加权(%),6.21,5.74,14.11,8.48,-65.73,1.22,1.78,6.48,13.62,12.82,12.5,2.94,1.43,-18.28,0,6.01,6.42,7.68,8.58,14.78,11.28,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
