报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.96,0.85,0.61,0.45,0.25,0.34,0.37,0.36,0.46,0.52,0.53,0.68,0.99,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.94,5.57,5.15,3.69,4.87,4.99,4.89,3.55,2.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.23,0.63,1.09,0.25,0.78,1.24,0.46,1.16,0.4,
主营业务收入(万元),214704,184237,159578,118952,113275,117772,102646,100334,97980,91834,77601,80987,67482,50312,39395,28020,19312,
主营业务利润(万元),83798,74741,56855,36911,32469,33528,30350,28516,30400,29009,26980,30380,26817,19681,15098,10568,7025,
营业利润(万元),38006,33718,24099,10518,6079,8274,8975,9347,12848,13744,12702,15486,16700,10005,7570,5379,3318,
投资收益(万元),85,389,298,2,6,2,4,1,--,13,-10,2,1266,-3,10,7,4,
营业外收支净额(万元),967,316,488,2666,826,523,951,201,-37,753,448,1449,--,-9,0,0,0,
利润总额(万元),38973,34034,24587,13184,6905,8797,9926,9548,12811,14497,13150,16935,16830,10075,7565,5379,3297,
净利润(万元),34026,30717,21375,10467,5755,7849,8647,8464,10817,12276,11672,14702,13261,7963,6313,4601,2526,
净利润(扣除非经常性损益后)(万元),33115,30420,20954,9322,6223,7428,7898,8316,10839,11644,11293,13461,12322,7859,6282,4595,2530,
经营活动产生的现金流量净额(万元),26758,23129,42620,35530,16095,6977,5802,12759,5329,14681,25605,5388,10509,12823,1778,4470,1554,
现金及现金等价物净增加额(万元),-935,-2724,20148,15221,-1899,4302,-6643,7087,-15216,-13872,21483,-1544,-5763,13714,-911,2771,1486,
总资产(万元),308414,280831,243990,211710,210146,197310,188400,185013,170800,166928,156351,115604,90907,81127,50388,35690,22055,
流动资产(万元),203064,176804,153348,118432,111143,103988,90543,85405,80333,87069,90129,63658,46144,49373,28301,19552,12708,
总负债(万元),88006,77672,56572,43327,49890,40469,37067,39988,31898,36503,35717,36313,24846,29353,31397,21902,13416,
流动负债(万元),86043,75918,54775,41848,48231,38819,36155,37260,29186,34003,32217,28553,20264,26993,19473,10802,9316,
股东权益不含少数股东权益(万元),220408,203159,187418,168383,160256,156841,151332,145025,138902,130425,120489,79159,65360,51495,18896,13704,8562,
净资产收益率加权(%),16.48,16.08,12.02,6.37,3.63,5.11,5.84,5.98,8.07,9.83,12.83,20.39,22.42,33.8,38.96,42.35,24.55,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
