报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.7,-1.15,0.18,0.16,-0.24,0.02,0.04,0.02,0.15,0.45,0.87,0.71,0.73,0.22,
每股净资产(元),--,--,--,--,--,1.55,1.57,3.04,3.21,6.5,2.58,1.96,1.25,0.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.08,0.15,-0.15,0.23,0.6,1.25,0.54,1.14,0.86,
主营业务收入(万元),28831,23481,32568,31164,24896,27990,29038,26680,27272,17273,12711,11560,9762,8001,
主营业务利润(万元),14661,15101,23554,22341,16553,16359,18264,17336,18217,13218,9295,8038,6691,4704,
营业利润(万元),-25414,-43843,5678,5008,-9167,38,1219,-5529,2027,3635,3893,3094,2733,924,
投资收益(万元),346,74,776,914,15,-156,4,--,--,--,0,--,52,--,
营业外收支净额(万元),-0,-17,-92,202,347,501,338,4416,770,695,246,80,--,-53,
利润总额(万元),-25414,-43860,5585,5209,-8820,539,1557,-1112,2797,4330,4140,3174,2820,871,
净利润(万元),-25726,-42082,6733,5689,-7975,556,1376,332,2465,3519,3480,2831,2615,867,
净利润(扣除非经常性损益后)(万元),-26531,-42525,5672,4592,-8180,248,1311,-3753,2100,3348,3271,2759,2530,801,
经营活动产生的现金流量净额(万元),5238,3833,6230,8562,-956,2407,4710,-2344,3654,4837,5002,2159,4548,857,
现金及现金等价物净增加额(万元),5260,1257,-5595,776,2429,-15182,5167,-17549,-8282,38770,687,-311,3336,659,
总资产(万元),80854,100874,152431,142788,135400,77111,63594,59203,67355,58029,13509,12446,11930,3574,
流动资产(万元),20422,19643,29131,20599,27985,41216,39468,33701,42943,46824,6010,5115,5039,2575,
总负债(万元),49568,49702,47539,42887,42933,22359,12821,10071,13955,5338,3183,4600,6945,3112,
流动负债(万元),17374,15740,15325,29549,21628,13406,11460,9803,13784,5064,3034,2281,4231,3043,
股东权益不含少数股东权益(万元),31310,51657,97893,91820,86553,49717,50526,48843,51571,52137,10326,7847,4985,599,
净资产收益率加权(%),-57.07,-55.32,7.09,6.38,-14.16,1.11,2.78,0.65,4.81,7.9,38.65,44.23,88.51,304.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
