报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.39,0.41,0.42,0.45,0.42,0.59,0.59,0.49,0.46,0.46,0.5,0.53,0.56,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.99,1.83,1.84,1.95,2.18,2.68,4.13,4.85,1.97,2.58,2.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.45,0.49,0.53,0.44,0.54,0.62,0.9,0.71,1.39,1.18,0,
主营业务收入(万元),241447,199021,159412,139667,115578,121789,111443,101368,87389,78132,62120,48712,39910,33912,30057,23906,21700,17292,13185,
主营业务利润(万元),104923,80092,64813,56888,47823,54690,53329,48925,44100,41545,34940,29179,23853,19137,16587,13682,11726,11117,9039,
营业利润(万元),33225,29764,26136,25614,23768,33369,32924,28011,26834,24396,21973,17164,13766,9446,8092,6565,5352,5322,4797,
投资收益(万元),69,5,5,136,2159,309,442,754,634,897,343,523,1749,-170,61,58,160,-113,-195,
营业外收支净额(万元),-349,111,618,1607,1056,1937,2698,1789,1606,3313,2496,2938,--,-11,-39,-28,-73,0,0,
利润总额(万元),32876,29875,26754,27220,24823,35306,35623,29801,28440,27709,24469,20102,14595,9391,8402,6781,5573,5142,4569,
净利润(万元),20248,20778,21776,23240,21062,29197,28833,23983,22675,22526,20434,16608,11800,7458,5643,4284,3572,3188,2618,
净利润(扣除非经常性损益后)(万元),18383,17596,20588,21553,18334,27598,26650,22628,21355,19317,18225,13356,11156,7188,5418,4105,0,0,0,
经营活动产生的现金流量净额(万元),24887,12679,13071,28125,22430,24964,25022,21374,21980,24183,21751,13766,11293,8721,7397,4874,7057,4148,0,
现金及现金等价物净增加额(万元),-4695,-19839,-5988,9997,26638,-9324,-5806,-5542,1601,10329,13700,9214,8293,-2603,-5045,15156,2183,2250,0,
总资产(万元),370484,350379,271560,232319,207159,142906,137020,128546,120175,108692,92584,73731,61264,48449,45703,44533,24123,22550,16681,
流动资产(万元),181965,175765,170527,150093,130459,91536,91626,89007,86019,79132,66507,50103,39943,28133,29624,32823,15965,16035,11441,
总负债(万元),101434,107375,63648,42247,34597,16139,16208,19905,17589,15558,13303,9356,12616,8646,7632,6351,8231,7929,3684,
流动负债(万元),65018,75000,52029,33187,25937,15048,15047,18085,16517,15311,13168,8939,12085,7523,7184,5940,7920,7794,3684,
股东权益不含少数股东权益(万元),235711,217723,199750,184483,167405,125674,113219,102108,97869,89963,75560,61466,45921,37562,34078,33360,10013,9026,8192,
净资产收益率加权(%),8.91,9.95,11.33,13.2,13.89,24.74,27.54,24.79,24.46,27.45,30.28,31.03,28.64,21.26,17.31,21.32,38.42,36.86,37.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
