报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.41,0.32,0.21,0.18,0.17,0.35,0.33,1.13,1.27,0.98,0.6,
每股净资产(元),--,--,--,--,--,--,--,--,4.7,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.22,0.77,0.17,
主营业务收入(万元),112107,100459,78668,70239,67150,65847,58216,64098,58971,41649,30230,
主营业务利润(万元),52558,45971,35271,32393,31602,30541,28292,29778,26813,20449,15292,
营业利润(万元),18638,15714,10499,8164,7658,8902,7087,10780,10896,8051,4734,
投资收益(万元),31,31,12,-0,4,--,--,--,--,--,--,
营业外收支净额(万元),-209,-442,-274,812,423,205,387,369,203,315,90,
利润总额(万元),18429,15272,10225,8976,8081,9107,7475,11148,11098,8366,4825,
净利润(万元),14313,11298,7529,6294,6125,8168,6547,9550,9424,7245,4058,
净利润(扣除非经常性损益后)(万元),13790,10973,7435,5721,5746,7961,6167,9174,9194,6929,3958,
经营活动产生的现金流量净额(万元),15499,11960,14026,12920,9294,10372,13209,6272,9021,5703,1229,
现金及现金等价物净增加额(万元),789,9714,-6237,2850,-5977,-960,-2672,30368,-602,1274,1814,
总资产(万元),165428,156409,144496,140882,137499,138038,117856,113940,61446,49351,36523,
流动资产(万元),93557,86763,73119,66322,63057,62792,61625,66034,31394,28281,18921,
总负债(万元),48694,45453,39904,33905,33450,36249,21322,19024,26700,21220,12828,
流动负债(万元),45547,42043,36327,30010,28934,35017,20474,17935,26104,20684,12292,
股东权益不含少数股东权益(万元),113130,107331,101356,99773,98802,99774,96535,94916,34746,28131,23695,
净资产收益率加权(%),13.07,10.87,7.5,6.4,6.24,8.39,6.88,16,29.98,27.96,18.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
