报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.75,1.21,2.11,0.89,0.26,0.5,0.28,0.14,0.19,0.3,0.37,0.83,1.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.02,3.54,3.24,5.82,6.71,4.68,4.36,4.51,4.49,4.41,3.14,2.74,0.84,2.21,2.01,1.99,1.98,2.06,2.24,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.55,-2.3,0.99,0.95,0.94,-0.24,0.82,-0.35,-1.2,-1.44,-0.42,-0.69,-0.38,0.48,--,--,--,--,--,--,
主营业务收入(万元),186883,267929,209626,318840,243765,182590,182759,120274,96365,144994,136995,139206,88217,99371,24373,70746,64538,77171,76155,29249,53285,50255,24452,4559,10410,15690,7242,0,
主营业务利润(万元),78124,127817,114489,85569,49547,42656,39264,24937,30575,55047,36993,40398,29678,24396,9762,23443,13760,19220,30794,13180,25763,18245,6132,-122,2900,7311,6238,69,
营业利润(万元),73656,130054,222919,91361,32486,59338,28421,15137,17663,33136,38458,45826,55574,19947,-3121,5156,3983,17584,26004,17300,24497,15682,7934,-40,3004,0,6339,69,
投资收益(万元),6787,3235,113438,17694,298,33143,3911,121,5695,72,16881,19887,31921,-2799,6996,537,5,1785,432,15237,1260,708,4321,170,336,309,53,164,
营业外收支净额(万元),4400,495,51,5429,2800,2440,328,20,423,427,629,526,--,35,2,9,-17,3,55,3,10,0,0,0,0,0,0,0,
利润总额(万元),78056,130548,222970,96790,35286,61778,28749,15156,18087,33563,39088,46353,55633,17183,3878,5702,3971,19372,26491,32540,25768,16374,12270,122,3176,7622,6449,232,
净利润(万元),57279,97211,169891,71842,21147,40049,22669,11105,15123,24309,29626,37036,48004,14370,2723,4097,3359,18284,22565,28140,22080,14018,10448,93,2670,6510,5487,216,
净利润(扣除非经常性损益后)(万元),43894,92585,81629,55115,18388,14717,19629,10919,10498,23843,16579,18206,21410,15169,-4799,3162,3218,17261,22519,18017,22071,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),12003,56313,73014,265064,150350,63965,45594,16658,-44373,-185689,80022,42682,42310,-910,36711,-15768,-53892,-64383,-15330,-25400,-46048,12743,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-128034,55633,78039,179463,47595,-27143,45423,-24723,-38182,-137228,177310,2310,54539,-46196,11989,19723,-50612,30784,-5066,17807,-10081,8130,--,--,--,--,--,--,
总资产(万元),728604,801128,881471,777243,674937,720075,802166,715292,676615,661822,526004,388341,458899,398296,382161,525590,446157,407563,273754,241075,139479,74705,61016,45826,48283,39399,24657,7658,
流动资产(万元),553385,662055,820662,751690,646043,696550,759305,678509,652121,623587,489286,328954,435154,387011,362401,367755,290113,0,0,0,133378,73373,58549,33648,36018,31347,21598,7473,
总负债(万元),101013,183057,294276,340960,280776,340544,524392,448737,416127,351174,257719,116773,149063,182043,185122,322103,243870,208726,156909,140253,59440,16745,17075,12333,14884,11838,8056,5,
流动负债(万元),81404,172334,291710,339199,266984,245645,351548,198890,251846,135344,110348,81468,111296,177043,147242,205523,90570,0,0,0,51427,16745,17075,12333,12009,11838,8056,5,
股东权益不含少数股东权益(万元),627279,617874,587195,436283,370955,361541,265789,250041,243363,285195,261324,260539,300310,209553,195183,202184,200872,197513,115604,100822,80039,57959,43941,33493,33399,27561,16601,7653,
净资产收益率加权(%),9.37,15.97,33.22,17.77,5.74,12.1,8.77,4.5,5.51,8.89,11.55,13.65,18.27,7.1,1.36,2.03,1.66,10.07,20.18,29.9,--,27.51,--,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
