报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.2,0.17,0.07,0.01,-1.18,0.01,-0.37,0.12,0.37,0.46,0.16,0.05,0.88,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.96,5.24,4.83,5.25,5.4,4.76,5.2,4.75,3.91,3,2.86,2.68,0.27,1.39,1.4,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.47,0.43,0.71,2.56,2.21,1.45,0.76,1.59,0.98,0.81,0.77,0.31,-0,--,--,
主营业务收入(万元),4673606,4543111,4098735,3509385,5477680,9575320,9456976,6370045,5515344,3952451,3594844,3248113,2231931,1347144,1064315,896475,589238,359584,341561,312279,292926,219261,239133,
主营业务利润(万元),479683,473092,488428,589513,-41287,689809,412452,538293,581453,423222,334376,155422,228908,133821,128310,153696,109628,56148,36788,35342,30117,38329,33095,
营业利润(万元),128243,111122,56106,56259,-742925,-674,-294636,48733,182381,119266,41303,1632,100373,59873,67182,106331,74302,35555,25529,25515,16575,21190,18494,
投资收益(万元),7420,-553,-324,-4172,-3059,10505,4189,3705,5728,-207,--,--,--,-3270,-3270,-9809,0,0,0,0,--,0,--,
营业外收支净额(万元),1156,686,-21612,10969,4357,4316,1302,1408,1460,736,655,281,-2165,-139,-368,-3110,-3092,-1335,-171,543,--,0,--,
利润总额(万元),129399,111808,34494,67228,-738568,3643,-293334,50140,183841,120002,41959,1913,98208,56465,63545,93412,71210,34220,25358,26058,18461,21190,18494,
净利润(万元),123733,109267,42116,8242,-736387,3913,-233848,48449,151871,93943,32091,4429,77128,44534,51269,76506,60114,22801,26726,17392,14255,18414,15765,
净利润(扣除非经常性损益后)(万元),114462,95847,52916,120,-739967,337,-234939,47182,150638,93322,12461,4200,78685,44410,51626,79034,60672,23594,16653,16849,--,--,--,
经营活动产生的现金流量净额(万元),313499,357420,203267,434682,-32430,674677,-295822,51535,193798,87251,145798,223418,193475,126618,55216,115681,71625,59299,56160,22500,7126,--,--,
现金及现金等价物净增加额(万元),44331,129581,-74793,41870,-886173,107963,134108,-128756,543399,216713,-69521,98895,50383,-29522,-27094,68147,29938,-20772,-77243,113517,-159,--,--,
总资产(万元),3958705,3977771,3986097,3783380,3878165,5314566,5741546,4610371,4470496,3049580,2608558,997585,958949,772768,701690,640540,381849,337105,336412,301254,187047,173578,171631,
流动资产(万元),1194803,1200827,1147556,882386,806916,2171884,2655217,2139451,2378607,1355032,953136,587564,519215,326975,367195,316209,177295,--,0,0,68862,64704,67277,
总负债(万元),2772428,2919407,3031413,2865178,2962611,3658792,4081474,3391802,3205574,1925846,1607797,528692,477431,350288,316882,288985,97096,118687,128115,106010,104556,99902,97605,
流动负债(万元),2638569,2790724,2733653,2615920,2638890,3096497,3054440,2691051,2848895,1533653,1306606,527342,465931,339127,316582,255095,63206,--,0,0,66031,55009,52263,
股东权益不含少数股东权益(万元),1180875,1053587,959705,915625,906907,1640609,1642323,1193889,1211903,1071304,988306,458952,471994,415686,378922,345970,284752,218418,208297,195244,82491,73675,74026,
净资产收益率加权(%),10.94,10.77,4.5,0.9,-57.81,0.24,-13.18,3.99,13.34,9.07,3.05,0.95,17.51,11.2,14.17,24.07,22.14,10.39,12.98,19.07,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
