报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),2.17,2.21,2.26,--,0.81,1.85,2.3,2.4,2.25,1.87,1.52,1.34,1.07,0.91,0.88,0.53,
每股净资产(元),--,--,15.16,15.7,14.72,14.67,13.69,12.73,11.22,9.9,8.51,7.49,6.45,3.64,3.18,1.77,
每股经营活动产生的现金流量净额(元),3.17,4.44,4.78,--,2.79,3.39,2.73,3.61,3.66,2.99,2.81,2.22,1.51,1.42,1.48,1.43,
主营业务收入(万元),24187100,26410100,24874600,--,17706900,24836000,28379700,25026000,20819700,15206300,12131200,10713300,8210700,6424000,5224200,3926700,
主营业务利润(万元),8817800,9854600,9526400,--,6080900,8107600,9123900,8528300,8120000,6661700,5604000,5030500,3955900,3259800,2789000,1823000,
营业利润(万元),6662900,7314600,7110200,--,3208800,5899900,7015500,6708100,6577500,5363400,4418900,3750100,2995900,2455500,2111200,1188800,
投资收益(万元),262400,59300,132100,--,64400,73300,82000,53400,40900,63000,70000,85300,63800,47000,45200,18900,
营业外收支净额(万元),9500,-307700,-76900,--,99400,23400,-38700,16700,-68200,-33000,-28800,-63000,-33000,-17100,-11000,-6500,
利润总额(万元),6672400,7006900,7033300,--,3308200,5923300,6976800,6724800,6509300,5330400,4390100,3687100,2962900,2438400,2100200,1182300,
净利润(万元),4325000,4386700,4503700,--,1614400,3680700,4567800,4766100,4482200,3718700,3027600,2658800,1976600,1643600,1470000,788700,
净利润(扣除非经常性损益后)(万元),4111900,4606500,4510400,--,1510900,3659100,4489700,4753000,4487700,3752500,3043900,2698500,1983400,1656800,1479400,794600,
经营活动产生的现金流量净额(万元),6310600,8824800,9515200,--,5540600,6751100,5428800,7184700,7286400,5937700,5592700,4422600,2993500,2568600,2680600,2139700,
现金及现金等价物净增加额(万元),-2003600,-947400,3068400,--,636100,-237600,-1330500,-1002500,-1577500,740100,689000,565000,3764600,-436200,1268700,297700,
总资产(万元),55848400,58723900,56712400,57166400,55396500,53259600,50767400,45325600,39754800,33926800,31051400,27840700,23882100,16332000,14044800,11226500,
流动资产(万元),16049400,23329600,13264400,13346300,12103600,11863700,12140800,11136000,10793700,10399500,9245900,7790600,7212700,3018900,2741900,1603700,
总负债(万元),14286500,18278900,19249700,19176000,19580800,17696900,17813700,15046000,13606900,11129900,11375700,10426700,9000500,7911400,6732300,7218400,
流动负债(万元),9548300,12338100,11590500,11218500,10148700,10886100,13150900,10555700,8754900,5890000,5568400,4265600,3337100,3323300,2283600,2444700,
股东权益不含少数股东权益(万元),35192800,32776300,30148700,31235700,29279000,29178900,27236200,25310100,22315200,19691700,16932600,14896700,12825000,6591700,5755300,2649900,
净资产收益率加权(%),12.73,13.94,14.67,--,5.48,12.98,16.81,19.92,21.08,20.31,19.16,19,20.1,26.52,34.98,34.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
