报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.25,0.19,0.42,0.66,0.74,1.45,1.11,0.7,0.85,0.96,0.61,0.36,
每股净资产(元),--,--,--,5.21,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.06,1.13,1.58,1.89,--,--,--,--,--,
主营业务收入(万元),94639,88404,88065,82262,90752,104987,94979,67121,65290,56633,37786,27781,
主营业务利润(万元),18036,15361,19576,22283,23981,30848,26455,19133,19142,18167,11829,7221,
营业利润(万元),8367,6258,9035,12113,11419,19456,14212,9211,10775,11546,6716,2417,
投资收益(万元),1067,992,397,--,--,1528,--,0,8,80,--,--,
营业外收支净额(万元),-86,-61,-74,62,55,2,675,161,434,227,279,106,
利润总额(万元),8282,6196,8960,12175,11474,19458,14887,9372,11209,11772,6996,2523,
净利润(万元),7483,5605,7800,10486,9962,15928,12193,7654,9351,9602,5396,2741,
净利润(扣除非经常性损益后)(万元),6105,4583,7056,10388,9818,14096,9973,--,--,9297,5017,2628,
经营活动产生的现金流量净额(万元),6796,3211,17462,16938,18035,17332,20800,10289,-5007,5727,7069,10688,
现金及现金等价物净增加额(万元),23874,-745,3944,2457,-34,-1091,-1980,-4699,-1678,-1281,2448,4416,
总资产(万元),190471,183715,178598,119559,117411,100265,114469,96386,98252,69159,57276,50262,
流动资产(万元),108355,101957,109223,55725,49503,55640,63775,55323,59125,37213,32775,24996,
总负债(万元),46006,42395,36482,36127,39665,46133,51952,57160,55680,35938,38187,38593,
流动负债(万元),35770,40378,31719,31569,39158,41532,51237,56507,50199,30637,37999,38419,
股东权益不含少数股东权益(万元),144466,141320,142115,83432,77746,54132,62517,39226,42572,33222,19089,11668,
净资产收益率加权(%),5.28,3.97,6.99,13.21,16,27.34,20.92,--,24.67,36.71,33.61,26.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
