报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.16,0.21,0.34,0.43,0.36,0.39,0.39,--,
每股净资产(元),--,--,--,4.4,3.96,3.61,2.52,1.64,
每股经营活动产生的现金流量净额(元),--,--,--,-0.09,-1.03,-0.21,-0.41,0.18,
主营业务收入(万元),93387,75322,67037,65466,50797,32450,24218,19328,
主营业务利润(万元),39143,30741,27476,27426,22840,16136,12801,10161,
营业利润(万元),4277,4024,4094,4391,3839,3788,3578,3643,
投资收益(万元),-17,-45,-139,-179,108,-18,-28,-99,
营业外收支净额(万元),30,5,63,142,71,148,62,0,
利润总额(万元),4307,4029,4157,4533,3910,3936,3640,3643,
净利润(万元),4951,4258,4008,4277,3528,3445,3107,3148,
净利润(扣除非经常性损益后)(万元),4629,3784,3797,4156,3303,3302,2985,3092,
经营活动产生的现金流量净额(万元),-2363,-5001,-2847,-858,-10125,-2081,-3590,1470,
现金及现金等价物净增加额(万元),-18232,2449,18611,1468,11418,-5603,4047,5979,
总资产(万元),148385,140641,113511,76030,66172,54450,35635,23139,
流动资产(万元),119546,123742,109246,72843,63914,52297,33847,21809,
总负债(万元),72064,66907,45692,32673,27092,18898,13474,10085,
流动负债(万元),67932,61314,45692,32673,27092,18898,13474,9585,
股东权益不含少数股东权益(万元),75050,72102,67819,43357,39080,35552,22161,13054,
净资产收益率加权(%),6.47,6.09,7,10.38,9.45,14.46,21.27,54.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
