报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),1.19,1.81,1.14,0.88,0.65,0.6,0.6,0.45,0.49,1.3,1.25,0.74,0.45,0.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,6.45,5.65,4.55,3.91,3.66,2.94,2.16,1.95,1.72,1.78,3.45,3.46,3.48,3.8,3.57,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,1.25,0.86,0.21,0.79,0.32,1.19,0.43,-0.77,1.69,0.58,0.75,0.1,0,0.06,--,--,--,--,--,
主营业务收入(万元),7472837,7261987,1257307,1022707,639269,619718,735254,743771,812273,926183,789302,556118,750177,590804,454390,444624,381010,214985,173520,146410,108870,145349,161658,187322,172108,193639,224223,229914,
主营业务利润(万元),1296612,1252261,152154,113684,77944,66699,75997,69147,65816,76931,80752,52197,33417,46835,39471,22370,23361,14614,21952,12769,7133,17033,23446,14996,11227,11363,20318,15393,
营业利润(万元),751913,649242,62286,51865,34347,27548,29342,23083,20355,55526,61379,37854,11354,30295,34853,8698,5807,-1453,-19763,3436,-3678,2086,8160,14845,10877,11283,19940,16133,
投资收益(万元),-19975,-10943,--,--,--,--,--,--,--,--,--,0,--,0,15,0,0,4,-270,0,4356,1089,1028,2241,1621,400,1012,0,
营业外收支净额(万元),-1438,8621,-2203,-6049,-281,4279,334,494,5827,9898,2837,189,6538,--,-3102,-691,-3106,-2342,0,-1778,1172,31,0,0,576,0,0,0,
利润总额(万元),750475,657863,60082,45816,34066,31827,29676,23578,26183,65424,64215,38044,17892,32363,31766,8037,2701,-2883,-23961,1748,1850,3206,8243,17468,13075,12568,21725,20134,
净利润(万元),602449,538647,51018,39490,29268,27039,26806,20166,21822,58493,56188,33279,20088,32363,31766,8037,2701,-4272,-26193,1569,1367,2756,7006,14848,11114,10683,14556,13490,
净利润(扣除非经常性损益后)(万元),584322,521151,51958,43377,29121,23011,26522,19614,16580,48569,53570,33113,13550,30295,25683,7715,5688,-5105,-24279,924,-4189,2756,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),657165,792632,73232,35495,79030,9733,44028,12652,7288,56251,38641,9390,35671,14471,53268,19370,-34363,75750,26018,33902,4273,82,2509,--,--,--,--,--,
现金及现金等价物净增加额(万元),279994,-286457,75982,-702,70780,-779,41375,879,-26699,19328,6342,-28319,22138,-6156,12701,-5049,-15472,21021,1752,5510,8007,-1402,-1474,--,--,--,--,--,
总资产(万元),7744096,7258501,767790,657874,584713,513756,502750,450173,425418,470139,453705,378351,339835,344032,295846,317313,406277,327178,279472,375008,382406,332297,330540,306835,232263,212268,175886,161913,
流动资产(万元),3175700,2945400,520064,394746,297789,232968,245679,192968,156148,208613,219902,186539,149228,169075,125322,142601,233192,157274,137238,--,--,0,197140,172254,143491,133135,100175,82278,
总负债(万元),4905579,4730843,327425,255044,212385,163955,171000,136241,131651,180218,199807,173900,164169,179466,163643,220465,318527,249920,199387,219961,226982,175821,159695,157233,157090,148208,121569,110700,
流动负债(万元),3757898,3786592,313933,247503,174979,130073,169475,120775,119920,175559,176900,169935,135740,141512,125643,180465,277528,216886,162703,--,--,0,130366,140157,139776,116297,99003,93908,
股东权益不含少数股东权益(万元),2835012,2524513,440366,402830,372328,349801,331750,313933,293766,289921,253898,204451,175666,164566,132203,96848,87750,77258,80085,155047,155424,156476,170845,149602,75174,64060,54316,51213,
净资产收益率加权(%),22.9,24.18,12.17,10.23,8.13,7.97,8.34,6.64,7.55,21.81,24.64,17.58,11.91,21.81,27.74,8.71,3.27,-5.43,-28.19,1.02,0.88,0,4.41,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
