报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.26,0.22,0.23,0.24,0.24,0.25,0.21,0.18,0.2,0.19,0.31,
每股净资产(元),--,--,--,--,--,--,1.95,1.78,1.72,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.6,0.54,0.38,--,--,
主营业务收入(万元),703345,637160,571405,548883,592623,572264,593467,542372,435312,370815,308755,
主营业务利润(万元),79899,73354,73183,77711,86638,78457,65773,66608,65156,59320,64642,
营业利润(万元),47673,42163,42454,38875,43889,39252,32588,29090,32421,22166,30948,
投资收益(万元),5442,4435,4546,2626,576,484,352,134,2336,364,242,
营业外收支净额(万元),2048,1958,1237,4768,2936,3725,4590,3326,1642,5495,3212,
利润总额(万元),49722,44121,43691,43642,46825,42977,37178,32417,34062,27662,34160,
净利润(万元),40220,34767,36343,37123,37490,35958,30048,25352,28061,22833,27704,
净利润(扣除非经常性损益后)(万元),33402,29308,33256,32970,35041,28548,26132,22542,25015,17650,24310,
经营活动产生的现金流量净额(万元),51686,51203,34802,77943,77249,85190,83327,75139,53232,49558,54015,
现金及现金等价物净增加额(万元),-12446,-11928,-24317,-29824,-4223,9355,7029,-2408,24325,-42573,150066,
总资产(万元),861753,835181,824309,808569,791136,722022,627436,582062,520692,494136,514526,
流动资产(万元),224443,222879,237391,252700,294356,280092,263971,266223,242048,219737,289414,
总负债(万元),401184,403419,408937,408772,415481,365620,329949,307720,256660,243098,259938,
流动负债(万元),200387,204243,202877,196746,210480,170341,141802,135980,99895,97165,129880,
股东权益不含少数股东权益(万元),420262,393156,378579,362501,347826,329384,272706,249003,240582,232436,235729,
净资产收益率加权(%),9.88,9.01,9.9,10.45,11.13,12.51,11.49,10.42,11.74,9.4,18.46,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
