报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.06,0.06,0.09,0.14,0.24,0.1,0.06,--,
每股净资产(元),--,--,2.4,2.3,1.97,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,-0.15,-0.56,-0.48,--,--,--,
主营业务收入(万元),384610,327740,298616,309792,321316,111217,66894,35629,
主营业务利润(万元),39846,38833,74486,112332,127140,27898,13946,2942,
营业利润(万元),39846,38833,74486,112332,127140,27898,13946,2942,
投资收益(万元),122063,117578,106666,147519,130034,28974,16030,7953,
营业外收支净额(万元),6385,4047,1506,3097,591,142,18,280,
利润总额(万元),46231,42880,75992,115428,127730,28040,13964,3223,
净利润(万元),30777,30285,41013,67157,93759,20775,10232,1911,
净利润(扣除非经常性损益后)(万元),25803,27049,40548,65273,94179,--,10300,--,
经营活动产生的现金流量净额(万元),-294517,115006,-68481,-262215,-222034,-101700,-934,-81881,
现金及现金等价物净增加额(万元),170853,66464,-289142,405583,427176,125292,3702,-41317,
总资产(万元),5992033,5356607,5149787,5661066,3851172,1605295,481543,865393,
流动资产(万元),--,--,--,--,--,--,--,--,
总负债(万元),4241309,3507561,3321519,3312927,2553803,1230502,292532,687208,
流动负债(万元),--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1212315,1232169,1120332,1072519,918489,297230,184523,176075,
净资产收益率加权(%),2.53,2.64,3.74,6.81,13.54,--,5.66,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
